Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
48,108324,61299
116,238312,191287
218,292474,245449
317,216648,169623
418,288864,241839
527,12852,0
624,42411,0
725,25704,0
831,12852,0
926,0,0
1026,0,0
1128,12852,0
1230,0,0
1332,12852,0
1427,324972,277947
1528,129988,82963
1628,108324,61299
1736,12852,0
1832,23133,0
1933,12852,0
2037,12852,0
2141,12852,0
2236,13767,0
2337,12852,0
2438,0,0
2539,0,0
2643,20563,0
2740,14137,0
2839,108324,61299
2942,14137,0
3043,20563,0
3148,0,0
3245,25704,0
3344,42328,0
3445,0,0
3550,0,0
3646,23133,0
3747,14137,0
3850,11566,0
3951,12852,0
4047,144432,97407
4150,0,0
4251,0,0
4352,12852,0
4455,0,0
4554,14137,0
4655,0,0
4757,23133,0
4861,12852,0
4958,14137,0
5060,11566,0
5161,0,0
5263,12852,0
5364,24781,0
5463,0,0
5566,11566,0
5667,0,0
5768,12852,0
5869,12852,0
5970,23133,0
6070,12852,0
6170,12852,0
6270,14137,0
6370,12852,0
6472,12852,0
6573,0,0
6674,12852,0
6776,12852,0
6876,0,0
6978,12852,0
7079,12852,0
7179,12852,0
7280,0,0
7383,0,0
7483,13767,0
7584,14137,0
7684,0,0
7784,23133,0
7888,12852,0
7987,0,0
8089,23133,0
8190,12852,0
8240,25704,0
8341,0,0
8443,23133,0
8543,12852,0
8645,0,0
8750,13767,0
8841,108324,61299
8945,0,0
9047,0,0
9147,0,0
9252,11566,0
9349,25704,0
9450,0,0
9552,12852,0
9655,0,0
9752,23133,0
9852,0,0
9954,0,0
10058,0,0
10155,13767,0
10256,0,0
10357,12852,0
10459,0,0
10562,23133,0
10661,12852,0
10763,12852,0
10864,0,0
10967,11566,0
11069,0,0
11168,0,0
11268,0,0
11370,12852,0
11471,0,0
11575,11566,0
11677,0,0
11775,12852,0
11877,23133,0
11978,0,0
12078,12852,0
12179,12852,0
12280,12852,0
12380,14709,0
12481,0,0
12583,12852,0
12682,23133,0
12783,0,0
12884,0,0
12985,0,0
13086,0,0
13190,0,0
13288,25704,0
13389,23133,0
13491,0,0
13590,35381,0
13692,0,0
13793,12852,0
13893,25704,0
13995,0,0
14096,23133,0
14198,12852,0
14299,0,0
14400,12852,0
14501,0,0
14602,11566,0
14703,12852,0
14804,12852,0
14904,0,0
15005,12852,0
15106,11566,0
15207,14137,0
15309,11566,0
15409,14709,0
15510,14137,0
15612,12852,0
15713,0,0
15815,23133,0
15920,23133,0
16013,278031,231006
16128,292474,245449
16215,361080,314055
16319,89964,42939
16420,32130,0
16521,0,0
16622,12852,0
16730,23133,0
16824,0,0
16924,12852,0
17026,23133,0
17126,12852,0
17230,11566,0
17327,25704,0
17428,12852,0
17529,23133,0
17634,12852,0
17730,12852,0
17832,0,0
17932,12852,0
18037,0,0
18131,36108,0
18236,12852,0
18286,29418,0
18388,0,0
18486,23133,0
18587,0,0
18688,14137,0
18788,0,0
18890,32130,0
18990,15144,0
19090,0,0
19192,12852,0
19293,23133,0
19394,12852,0
19495,0,0
19596,12852,0
19696,24781,0
19797,12852,0
19898,0,0
20000,23133,0
20100,0,0
20202,12852,0
20303,12852,0
20405,12852,0
20506,11566,0
20608,12852,0
20709,0,0
20810,23133,0
20911,12852,0
21008,158875,111850
21113,13767,0
21215,12852,0
21315,14137,0
21416,23535,0
21517,13767,0
21618,0,0
21718,12852,0
21820,28274,0
21919,12852,0
22021,0,0
22122,12852,0
22222,11566,0
22323,0,0
22431,0,0
22521,97491,50466
22625,12852,0
22725,14137,0
22825,12852,0
22926,25704,0
23027,23133,0
23127,14137,0
23228,12852,0
23328,25704,0
23429,25704,0
23529,25704,0
23630,12852,0
23730,25704,0
23830,14137,0
23930,12852,0
24031,12852,0
24131,25704,0
24232,25704,0
24333,14137,0
24433,23133,0
24534,0,0
24635,25704,0
24736,23133,0
24836,14137,0
24937,0,0
25038,13767,0
25140,12852,0
25240,23133,0
25341,0,0
25443,23133,0
25543,13767,0
25643,14137,0
25744,12852,0
25847,12852,0
25948,0,0
26049,23133,0
26149,12852,0
26249,12852,0
26351,14709,0
26453,12852,0
26553,12852,0
26654,0,0
26758,23133,0
26852,158875,111850
26955,0,0
27058,11566,0
27158,23133,0
27259,44128,0
27358,0,0
27462,14137,0
27564,361080,314055
27659,361080,314055
27760,288864,241839
27867,42411,0
27961,314139,267114
28062,317750,270725
28171,324972,277947
28263,208188,161163
28363,361080,314055
28473,361080,314055
28575,361080,314055
28675,220297,173272
28776,324972,277947
28875,361080,314055
28975,361080,314055
29077,361080,314055
29178,361080,314055
29277,299696,252671
29377,361080,314055
29477,306244,259219
29579,292474,245449
29679,252756,205731
29779,216648,169623
29886,23133,0
29983,14137,0
30084,14137,0
30185,23133,0
30288,11566,0
30386,53071,6046
30487,53071,6046
30540,238312,191287
30642,317750,270725
30741,252756,205731
30842,361080,314055
30943,361080,314055
31042,87955,40930
31145,14137,0
31247,23133,0
31351,34700,0
31447,12852,0
31548,12852,0
31649,14137,0
31749,144432,97407
31852,317750,270725
31948,292474,245449
32050,361080,314055
32149,361080,314055
32250,317750,270725
32350,361080,314055
32450,227480,180455
32552,133256,86231
32652,324972,277947
32752,324972,277947
32852,361080,314055
32952,312282,265257
33053,317750,270725
33158,180540,133515
33260,51408,4383
33363,13767,0
33461,162486,115461
33563,238312,191287
33664,328582,281557
33777,361080,314055
33869,361080,314055
33965,361080,314055
34066,208615,161590
34166,278031,231006
34266,361080,314055
34368,238312,191287
34468,292474,245449
34568,314139,267114
34670,361080,314055
34769,361080,314055
34869,227480,180455
34970,252756,205731
35071,361080,314055
35171,361080,314055
35276,46267,0
35374,252756,205731
35478,258003,210978
35575,317750,270725
35675,292474,245449
35775,0,0
35881,11566,0
35982,14137,0
36081,108324,61299
36185,23133,0
36287,0,0
36391,0,0
36487,25704,0
36586,23133,0
36687,14137,0
36788,12852,0
36889,23133,0
36989,0,0
37090,11566,0
37191,0,0
37292,12852,0
37391,53071,6046
37493,14709,0
37595,0,0
37695,26476,0
37796,0,0
37897,23133,0
37998,14137,0
38099,0,0
38202,12852,0
38302,23133,0
38402,12852,0
38504,12852,0
38605,12852,0
38706,12852,0
38805,12852,0
38906,23133,0
39006,25704,0
39107,23133,0
39207,0,0
39307,15144,0
39408,11566,0
39510,23133,0
39611,0,0
39713,23133,0
39812,0,0
39912,23133,0
40013,14137,0
40115,0,0
40215,12852,0
40316,12852,0
40416,13767,0
40517,12852,0
40614,133599,86574
40717,0,0
40822,23133,0
40917,144432,97407
41020,0,0
41121,0,0
41226,20563,0
41322,0,0
41423,12852,0
41524,12852,0
41624,14137,0
41726,12852,0
41826,12852,0
41926,12852,0
42027,0,0
42129,12852,0
42229,25704,0
42331,162486,115461
42427,270810,223785
42531,38556,0
42632,53481,6456
42729,109936,62911
42834,23133,0
42942,131707,84682
43032,361080,314055
43133,361080,314055
43235,292474,245449
43336,361080,314055
43436,361080,314055
43536,361080,314055
43637,361080,314055
43737,238312,191287
43841,361080,314055
43939,361080,314055
44040,292474,245449
44151,361080,314055
44198,361080,314055
44301,324972,277947
44403,361080,314055
44502,361080,314055
44603,361080,314055
