Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
45,181396,0
100,1397655,995903
213,1257889,856137
309,838593,436841
405,419296,17544
513,14137,0
609,348840,0
711,0,0
810,0,0
917,34700,0
1017,14137,0
1117,15677,0
1213,125582,0
1317,17690,0
1418,25704,0
1525,11566,0
1622,28274,0
1722,14137,0
1824,34700,0
1927,29418,0
2023,38919,0
2125,23535,0
2221,195350,0
2323,12852,0
2424,30007,0
2525,14137,0
2625,34700,0
2727,0,0
2827,23133,0
2923,0,0
3026,279072,0
3126,0,0
3230,31843,0
3325,949579,547827
3424,348515,0
3530,12852,0
3630,0,0
3743,20563,0
3831,35381,0
3932,19459,0
4035,0,0
4129,125582,0
4235,0,0
4335,23133,0
4436,0,0
4538,12852,0
4632,209303,0
4738,34700,0
4838,25704,0
4946,23133,0
5039,25704,0
5140,25704,0
5239,15677,0
5346,17690,0
5443,39616,0
5538,139536,0
5643,25704,0
5744,306979,0
5839,0,0
5945,11566,0
6040,0,0
6146,23133,0
6245,17690,0
6346,28274,0
6448,12852,0
6547,23133,0
6643,0,0
6748,12390,0
6852,12852,0
6951,14137,0
7051,0,0
7151,23133,0
7252,12852,0
7354,12852,0
7451,188373,0
7549,28112,0
7654,23133,0
7755,0,0
7858,23133,0
7950,139536,0
8055,13238,0
8156,16180,0
8258,12852,0
8361,0,0
8457,0,0
8558,17690,0
8658,15422,0
8760,11566,0
8860,28274,0
8960,25704,0
9061,38556,0
9159,125582,0
9260,0,0
9361,25704,0
9462,25704,0
9563,23133,0
9667,0,0
9764,24781,0
9864,15422,0
9965,23133,0
10070,20563,0
10168,16180,0
10268,0,0
10369,12852,0
10469,0,0
10571,14137,0
10670,14137,0
10771,12852,0
10872,0,0
10975,0,0
11072,33341,0
11173,12852,0
11273,14137,0
11375,12852,0
11473,14137,0
11571,94957,0
11676,12852,0
11772,188373,0
11876,29418,0
11977,25704,0
12077,25704,0
12176,76744,0
12275,0,0
12374,69768,0
12479,15677,0
12580,14137,0
12683,25704,0
12780,23133,0
12876,76744,0
12982,12852,0
13082,12852,0
13184,25704,0
13278,69768,0
13383,12852,0
13484,0,0
13585,20563,0
13688,14137,0
13787,23133,0
13887,15144,0
13939,42411,0
14036,14137,0
14137,23133,0
14238,15422,0
14338,14137,0
14441,20563,0
14535,153489,0
14639,20563,0
14737,153489,0
14840,12852,0
14941,0,0
15043,23133,0
15143,33341,0
15245,25704,0
15348,125582,0
15443,33686,0
15546,23133,0
15646,25704,0
15743,139536,0
15847,12852,0
15948,12852,0
16048,0,0
16149,23133,0
16248,139536,0
16352,12852,0
16448,69768,0
16548,0,0
16652,35381,0
16749,69768,0
16857,209303,0
16950,1161719,759967
17053,25704,0
17155,11566,0
17261,313955,0
17355,603015,201263
17454,1118124,716372
17555,1397655,995903
17656,1397655,995903
17756,419296,17544
17863,11566,0
17958,0,0
18072,286048,0
18169,48323,0
18284,12852,0
18376,697680,295928
18476,1215959,814207
18576,922452,520700
18676,125788,0
18782,11566,0
18885,14137,0
18984,28274,0
19079,306979,0
19184,20563,0
19280,76744,0
19381,76744,0
19485,33341,0
19590,23133,0
19688,24781,0
19789,14137,0
19889,12852,0
19990,32130,0
20101,383724,0
20190,474789,73037
20287,230234,0
20389,914841,513089
20490,1118124,716372
20588,251577,0
20689,76744,0
20795,23133,0
20895,14137,0
20997,25704,0
21095,14137,0
21195,16670,0
21302,62791,0
21401,348840,0
21499,1188106,786354
21599,1257889,856137
21706,0,0
21801,125582,0
21909,17690,0
22003,0,0
22103,0,0
22210,11566,0
22311,14137,0
22406,348840,0
22519,1257889,856137
22607,1229936,828184
22707,1397655,995903
22809,0,0
22915,23133,0
23015,13238,0
23118,0,0
23217,46267,0
23316,25704,0
23417,14137,0
23518,14137,0
23615,318736,0
23717,30007,0
23825,598234,196482
23916,58637,0
24023,418607,16855
24118,993915,592163
24218,1076194,674442
24321,0,0
24423,0,0
24524,31843,0
24633,12852,0
24722,153489,0
24827,12852,0
24927,32130,0
25032,28274,0
25134,775306,373554
25226,1397655,995903
25325,1271866,870114
25438,0,0
25532,35381,0
25632,0,0
25735,12852,0
25835,0,0
25934,52693,0
26032,430725,28973
26136,58379,0
26235,1135903,734151
26332,1048241,646489
26432,978358,576606
26532,279531,0
26638,153489,0
26741,139536,0
26836,0,0
26940,0,0
26995,0,0
27090,13767,0
27192,25704,0
27292,14137,0
27392,14137,0
27512,32130,0
27597,697680,295928
27691,1229936,828184
27792,922452,520700
27891,279531,0
28002,341848,0
28148,1188006,786254
28197,1160053,758301
28295,1132100,730348
28399,0,0
28502,12852,0
28602,35381,0
28706,25704,0
28806,18337,0
28899,306979,0
29003,23133,0
29105,25704,0
29205,14137,0
29304,35381,0
29405,14709,0
29508,0,0
29618,626722,224970
29708,1397655,995903
29809,1118124,716372
29908,279531,0
30012,19459,0
30114,12852,0
30215,12852,0
30315,15422,0
30419,23133,0
30516,19459,0
30612,0,0
30712,0,0
30817,15921,0
30930,40688,0
31016,57948,0
31119,23133,0
31218,14137,0
31321,460468,58716
31419,522268,120516
