Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
29,156576,0
78,697680,349200
173,1397655,1049175
269,1006311,657831
366,922452,573972
465,125582,0
569,0,0
672,23133,0
768,0,0
874,23133,0
969,188373,0
1074,21228,0
1178,32130,0
1278,15422,0
1379,25704,0
1477,251164,0
1575,92416,0
1681,23133,0
1781,17690,0
1882,14709,0
2000,10281,0
2080,104453,0
2186,14137,0
2282,139536,0
2393,34700,0
2487,58379,0
2589,12852,0
2689,29418,0
2794,12852,0
2892,15422,0
2992,32130,0
3104,46267,0
3188,1290799,942319
3288,0,0
3393,20563,0
3490,258141,0
3595,12852,0
3699,12852,0
3796,25704,0
3896,0,0
3998,23133,0
4098,11566,0
4202,14137,0
4300,0,0
4401,12852,0
4508,0,0
4605,25704,0
4699,76744,0
4805,23133,0
4902,0,0
5010,11566,0
5103,55074,0
5207,23133,0
5305,139536,0
5410,14137,0
5509,0,0
5610,38556,0
5706,76744,0
5808,125582,0
5913,0,0
6012,12852,0
6113,29418,0
6209,76744,0
6311,125582,0
6416,28218,0
6516,23133,0
6616,14137,0
6716,47031,0
6817,11566,0
6918,28274,0
7018,17690,0
7117,153489,0
7219,38919,0
7323,12852,0
7418,69768,0
7523,24781,0
7623,14137,0
7719,76744,0
7822,23133,0
7924,12852,0
8025,0,0
8125,12852,0
8227,12852,0
8330,0,0
8428,12852,0
8528,17690,0
8630,12852,0
8730,0,0
8832,11566,0
8931,33341,0
9029,153489,0
9133,31843,0
9235,0,0
9338,12852,0
9432,69768,0
9532,125582,0
9632,139536,0
9737,12852,0
9836,125582,0
9934,0,0
10040,12852,0
10135,188373,0
10240,16180,0
10341,11566,0
10446,12852,0
10543,14137,0
10643,25704,0
10743,15921,0
10843,0,0
10944,0,0
11045,23133,0
11146,25704,0
11247,12852,0
11353,11566,0
11450,14137,0
11551,34700,0
11653,23133,0
11757,0,0
11852,20610,0
11953,11566,0
12054,12852,0
12154,0,0
12255,12852,0
12352,153489,0
12456,11566,0
12557,23133,0
12657,0,0
12763,11566,0
12861,0,0
12961,12852,0
13063,0,0
13112,0,0
13208,0,0
13311,0,0
13410,84015,0
13518,11566,0
13614,19459,0
13715,12852,0
13815,12852,0
13920,12852,0
14016,25704,0
14118,12852,0
14217,0,0
14322,0,0
14420,23133,0
14521,12852,0
14622,0,0
14720,62791,0
14829,11566,0
14926,0,0
15026,12852,0
15128,12852,0
15231,12852,0
15331,25704,0
15433,23133,0
15533,0,0
15634,12852,0
15736,12852,0
15838,12852,0
15935,12852,0
16037,0,0
16138,0,0
16240,11566,0
16337,0,0
16446,11566,0
16542,14709,0
16641,230234,0
16741,418607,70127
16840,279531,0
16940,1397655,1049175
17045,1257889,909409
17141,1118124,769644
17242,69768,0
17349,32130,0
17449,12852,0
17549,15422,0
17649,34700,0
17750,14137,0
17853,0,0
17951,38556,0
18051,14137,0
18152,37172,0
18255,14137,0
18355,34700,0
18454,146341,0
18556,1257889,909409
18655,1076194,727714
18756,1006311,657831
18862,0,0
18962,26476,0
19063,25704,0
19164,0,0
19268,12852,0
19360,153489,0
19466,12852,0
19567,25704,0
19671,70762,0
19765,61685,0
19868,46267,0
19969,13767,0
20065,76744,0
20172,12852,0
20265,209303,0
20366,376747,28267
20473,66683,0
20580,0,0
20672,30007,0
20794,376747,28267
20870,1229936,881456
20971,1076194,727714
21070,698827,350347
21175,12852,0
21276,25704,0
21376,12852,0
21493,42411,0
21577,223869,0
21681,12852,0
21780,39715,0
21881,38919,0
21978,188373,0
22079,139536,0
22188,12852,0
22286,12852,0
22387,25704,0
22510,88453,0
22600,143712,0
22683,383724,35244
22787,26476,0
22894,125582,0
22986,0,0
23085,0,0
23190,20563,0
23290,0,0
23393,12852,0
23494,14137,0
23589,37806,0
23730,115897,0
23805,949579,601099
23894,1076194,727714
23994,1076194,727714
24100,23133,0
24200,11566,0
24302,15422,0
24402,12852,0
24505,0,0
24604,23133,0
24704,28274,0
24804,39715,0
24908,34700,0
25006,14137,0
25107,12852,0
25207,0,0
25309,23133,0
25421,34700,0
25505,230234,0
25608,112155,0
25707,123370,0
25770,460468,111988
25859,1229936,881456
25959,1397655,1049175
26059,614968,266488
26160,0,0
26265,0,0
26365,15003,0
26468,0,0
26576,12852,0
26671,14137,0
26771,279072,0
26875,31354,0
26973,139536,0
27080,11566,0
27179,14137,0
27279,16180,0
27376,76744,0
27481,113420,0
27579,189034,0
27680,88390,0
27786,32130,0
27885,25704,0
27989,12852,0
28084,25704,0
28186,14137,0
28286,41303,0
28387,12852,0
28491,23133,0
28597,28274,0
28686,513139,164659
28793,25704,0
28930,530236,181756
28991,1397655,1049175
29092,1397655,1049175
29192,461226,112746
29302,23133,0
29400,25704,0
29501,15422,0
29603,32130,0
29704,25704,0
29797,153489,0
29898,0,0
30002,13238,0
30104,23133,0
30203,0,0
30300,0,0
30400,69768,0
30505,0,0
30618,111450,0
30706,544239,195759
30809,38556,0
30919,53071,0
31005,1290799,942319
31104,1271866,923386
31204,698827,350347
31312,23133,0
31406,69768,0
31513,12852,0
31613,14137,0
31727,209303,0
31810,230234,0
31911,230234,0
32015,348840,360
32131,63686,0
32213,258141,0
32317,88390,0
32418,18337,0
32522,0,0
32615,251164,0
32718,112155,0
32821,70762,0
32919,153489,0
33018,43839,0
33129,23133,0
33222,28274,0
33323,23133,0
33425,25704,0
33527,12852,0
33626,25704,0
33727,25704,0
33823,383724,35244
33932,11566,0
34025,76744,0
34125,209303,0
34229,25083,0
34331,25704,0
34438,0,0
34533,25704,0
34635,383724,35244
34732,383724,35244
34835,16180,0
34934,31843,0
35061,797646,449166
35137,1188006,839526
35237,1257889,909409
35337,1229936,881456
35438,1397655,1049175
35538,559062,210582
35639,0,0
35743,32130,0
35841,139536,0
35943,0,0
36049,32130,0
36147,21228,0
36245,284873,0
36350,14137,0
36458,23133,0
36550,25087,0
36652,24781,0
36749,76744,0
36851,35381,0
36983,36773,0
37053,522268,173788
37155,73291,0
37262,29418,0
37304,0,0
37410,20563,0
37513,0,0
37610,12852,0
37710,31843,0
37808,153489,0
37913,34700,0
38011,76744,0
38110,1032639,684159
38210,1076194,727714
38310,349413,933
38413,0,0
38516,25704,0
38617,14137,0
38731,12852,0
38814,153489,0
38918,15921,0
39016,69768,0
39120,12852,0
39225,12852,0
39318,76744,0
39423,11566,0
39524,12852,0
39625,14137,0
39726,37172,0
39830,513139,164659
39923,137638,0
40026,76744,0
40128,0,0
40229,46267,0
40329,19459,0
40430,34700,0
40533,38556,0
40629,17690,0
40732,12852,0
40832,56437,0
40936,44128,0
41032,233245,0
41141,74945,0
41235,1397655,1049175
41335,1257889,909409
41435,251577,0
41540,33341,0
41641,12852,0
41744,29418,0
41838,69768,0
41942,33341,0
42044,23133,0
42143,77838,0
42241,188373,0
42342,0,0
42445,14137,0
42546,12852,0
42646,35381,0
42745,139536,0
42875,32130,0
42955,311018,0
43047,311018,0
43153,58379,0
43252,854621,506141
43348,1076194,727714
43448,1118124,769644
43552,0,0
43655,12852,0
43757,0,0
43862,11566,0
43958,14137,0
44058,23133,0
44163,153489,0
44257,139536,0
44361,30007,0
44463,12852,0
44561,69768,0
44669,12852,0
44761,125582,0
44869,23133,0
44964,523260,174780
45072,83354,0
45167,34700,0
45297,383724,35244
45365,1397655,1049175
45465,1229936,881456
45565,559062,210582
45670,11566,0
45771,28274,0
45872,0,0
45974,12852,0
46080,0,0
46182,38556,0
46282,251164,0
46386,25704,0
46491,12852,0
46584,77748,0
46686,0,0
46791,20563,0
46889,35381,0
46996,88453,0
47087,209303,0
47197,49563,0
47288,174420,0
47393,34700,0
47493,25704,0
47596,34700,0
47695,23133,0
47796,14137,0
47897,23133,0
48001,12852,0
48098,38919,0
48197,348840,360
48247,0,0
48353,759663,411183
48449,962366,613886
48549,1076194,727714
48654,11566,0
48756,0,0
48851,125582,0
48957,16521,0
49053,139536,0
49156,17690,0
49259,11566,0
49353,83721,0
49457,31354,0
49559,0,0
49660,0,0
49766,23133,0
49861,13767,0
49964,14137,0
50064,116758,0
50158,376747,28267
50262,65455,0
50375,550755,202275
50463,1076194,727714
50565,1076194,727714
50663,419296,70816
50764,0,0
50868,0,0
50969,12390,0
51070,0,0
51175,11566,0
51267,432561,84081
51368,58810,0
51478,34700,0
51584,79890,0
51688,0,0
51792,11566,0
51891,14137,0
51992,12852,0
52093,160709,0
52191,133924,0
52293,92005,0
52398,12852,0
52492,61685,0
52596,16670,0
52697,13767,0
52800,12852,0
52894,0,0
53000,20563,0
53096,0,0
53201,0,0
53300,72698,0
53402,25704,0
53518,1397655,1049175
53602,1118124,769644
53702,922452,573972
53807,12852,0
53909,23133,0
54004,69768,0
54104,0,0
54208,15921,0
54310,0,0
54412,12852,0
54511,20905,0
54613,12852,0
54710,69768,0
54816,14137,0
54917,12852,0
55011,69768,0
55120,25704,0
55231,293165,0
55314,376747,28267
55418,70547,0
55516,835629,487149
55615,1118124,769644
55715,1132100,783620
55819,0,0
55922,51408,0
56023,23133,0
56123,25704,0
56218,188373,0
56324,14137,0
56419,209303,0
56526,14137,0
56620,0,0
56727,11566,0
56825,0,0
56926,23133,0
57029,28274,0
57137,23133,0
57228,306979,0
57328,273696,0
57434,114982,0
57535,348840,360
57629,1397655,1049175
57729,1118124,769644
57829,559062,210582
57935,14137,0
58036,23133,0
58145,12852,0
58237,20610,0
58333,0,0
58439,23133,0
58547,348840,360
58641,32250,0
58745,23133,0
58845,23133,0
58948,0,0
59045,0,0
59146,13238,0
59259,38919,0
59349,376747,28267
59445,474789,126309
59552,47031,0
59651,79232,0
59750,488375,139895
59849,978358,629878
59950,1006311,657831
60050,768710,420230
60155,0,0
60206,0,0
60302,0,0
60408,11566,0
60559,62717,0
60659,125582,0
60763,12852,0
60863,38919,0
60965,23133,0
61060,76744,0
61160,69768,0
61266,12852,0
61365,25704,0
61467,537213,188733
61563,287669,0
61672,25704,0
61765,0,0
61865,125582,0
61970,15921,0
62068,0,0
62174,12852,0
62268,69768,0
62375,12852,0
62426,42411,0
62520,69768,0
62622,279072,0
62722,1397655,1049175
62823,1118124,769644
62921,768710,420230
63026,0,0
63127,14137,0
63229,23133,0
63331,25704,0
63435,25704,0
63531,17690,0
63632,17690,0
63732,15144,0
63832,34700,0
63933,15921,0
64035,0,0
64131,76744,0
64236,0,0
64347,376747,28267
64436,474789,126309
64534,153489,0
64642,23133,0
64747,0,0
64840,53071,0
64941,15144,0
65040,12852,0
65143,0,0
65237,153489,0
65337,76744,0
65443,0,0
65543,348840,360
65652,23133,0
65748,372091,23611
65846,1257889,909409
65950,1257889,909409
66051,0,0
66159,14137,0
66255,56209,0
66355,34700,0
66453,139536,0
66558,12852,0
66657,19459,0
66758,12852,0
66859,25704,0
66960,23133,0
67062,0,0
67162,0,0
67259,69768,0
67364,11566,0
67471,63686,0
67565,229007,0
67667,110148,0
67774,279072,0
67865,843913,495433
67965,1215959,867479
68066,139536,0
68172,12852,0
68272,12852,0
68372,12852,0
68473,16670,0
68574,23133,0
68675,14137,0
68773,12852,0
68875,0,0
68972,125582,0
69074,0,0
69178,12852,0
69274,0,0
69379,12852,0
69481,376747,28267
69577,174420,0
69683,45011,0
69779,153489,0
69878,1002435,653955
69978,978358,629878
70079,0,0
70184,12852,0
70284,12852,0
70387,12852,0
70489,23133,0
70589,15144,0
70690,12852,0
70787,83721,0
70891,35381,0
70993,27535,0
71094,14137,0
71194,12852,0
71295,0,0
71391,69768,0
71493,75613,0
71619,404654,56174
71693,195350,0
71794,0,0
71898,15003,0
72000,12852,0
72099,12852,0
72196,69768,0
72301,12852,0
72401,29418,0
72503,12852,0
72611,23133,0
72704,230234,0
72810,23133,0
72916,201324,0
73013,1041868,693388
73115,1397655,1049175
73214,349413,933
73320,12852,0
73421,12852,0
73521,0,0
73625,0,0
73670,230234,0
73774,0,0
73882,0,0
73972,139536,0
74077,12852,0
74179,14137,0
74279,12852,0
74380,16670,0
74482,34700,0
74597,47764,0
74686,568557,220077
74783,83721,0
74881,139536,0
74983,891079,542599
75083,1048241,699761
75188,58379,0
75286,174420,0
75390,12852,0
75492,0,0
75593,23133,0
75694,23133,0
75799,0,0
75899,42328,0
75998,237394,0
76102,31843,0
76202,0,0
76307,11566,0
76404,12852,0
76507,0,0
76603,306979,0
76707,1002435,653955
76808,1118124,769644
76909,768710,420230
77009,698827,350347
77109,559062,210582
77209,559062,210582
77310,1076194,727714
77411,1257889,909409
77511,1006311,657831
77611,461226,112746
77719,139536,0
77813,69768,0
77919,12852,0
78021,14137,0
78120,115897,0
78218,139536,0
78318,83721,0
78424,12852,0
78521,125582,0
78625,0,0
78721,76744,0
78825,17690,0
78932,279072,0
79036,664705,316225
79123,774479,425999
79222,698827,350347
79323,125582,0
79423,171046,0
79524,96647,0
79630,11566,0
79730,25704,0
79831,14137,0
79939,25704,0
80028,306979,0
80132,1045547,697067
80232,1132100,783620
80332,0,0
80437,12852,0
80537,30007,0
80634,83721,0
80742,23133,0
80839,25704,0
80940,23133,0
81040,14137,0
81142,14137,0
81248,12852,0
81342,27535,0
81443,17690,0
81545,12852,0
81645,69768,0
81742,76744,0
81843,613958,265478
81944,26476,0
82049,25704,0
82150,69768,0
82248,26784,0
82353,12852,0
82448,0,0
82553,0,0
82649,69768,0
82758,11566,0
82855,0,0
82951,279072,0
83053,61248,0
83183,460468,111988
83213,1041868,693388
83314,1397655,1049175
83413,419296,70816
83517,11566,0
83615,69768,0
83718,15921,0
83819,62791,0
83920,0,0
84021,23133,0
84135,348840,360
84228,0,0
84331,153489,0
84432,0,0
84534,34700,0
84634,17690,0
84735,14137,0
84862,118039,0
84934,299605,0
85040,88118,0
85138,76671,0
85234,758077,409597
85335,758077,409597
85435,461226,112746
85541,55013,0
85640,17690,0
85737,0,0
85843,12852,0
85938,139536,0
86055,31354,0
86141,835629,487149
86240,922452,573972
86340,461226,112746
86440,279531,0
86544,26790,0
86660,34700,0
86746,488375,139895
86847,0,0
86944,209303,0
87049,95035,0
87147,208162,0
87249,183746,0
87349,317750,0
87451,292474,0
87553,63686,0
87652,0,0
87756,0,0
87857,24781,0
87958,0,0
88059,23133,0
88158,0,0
88260,12852,0
88360,13767,0
88461,0,0
88563,23133,0
88663,0,0
88767,12852,0
88865,13767,0
88966,12852,0
89067,12852,0
89167,12852,0
89269,12852,0
89369,14137,0
89469,12852,0
89570,23133,0
89670,0,0
89772,23133,0
89871,0,0
89972,12852,0
90072,0,0
90181,26476,0
90272,91986,0
90373,324972,0
90471,270810,0
90572,324972,0
90673,178899,0
90779,0,0
90878,25704,0
90978,0,0
91079,32130,0
91185,0,0
91280,0,0
91380,14709,0
91481,0,0
91587,12852,0
91684,12852,0
91785,0,0
91885,0,0
91987,12852,0
92085,36108,0
92188,12852,0
92288,23133,0
92387,194983,0
92489,361080,12600
92588,324972,0
92687,361080,12600
92792,0,0
92892,23133,0
92998,12852,0
93094,14137,0
93194,12852,0
93296,14137,0
93403,12852,0
93492,119156,0
93595,12852,0
93696,0,0
93797,12852,0
93899,12852,0
93999,0,0
94100,23133,0
94201,13767,0
94302,12852,0
94404,12852,0
94503,15144,0
94604,12852,0
94705,23133,0
94805,23133,0
94908,0,0
95007,12852,0
95108,12852,0
95208,12852,0
95309,0,0
95409,63686,0
95508,215128,0
95607,324972,0
95708,317750,0
95808,252756,0
95913,45993,0
96014,0,0
96114,25704,0
96215,0,0
96316,12852,0
96423,0,0
96517,25704,0
96617,12852,0
96718,0,0
96823,11566,0
96921,14137,0
97026,25704,0
97121,28274,0
97224,23133,0
97330,0,0
97426,44128,0
97526,288864,0
97623,292474,0
97726,288864,0
97823,180540,0
97926,34700,0
98027,27535,0
98134,0,0
98228,33341,0
98329,14137,0
98430,0,0
