Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
24,1048241,0
111,1397655,304690
215,1397655,304690
314,1257889,164924
414,1076194,0
515,978358,0
617,1215959,122994
715,922452,0
815,838593,0
917,838593,0
1020,922452,0
1121,922452,0
1218,922452,0
1317,559062,0
1417,461226,0
1525,0,0
1628,12852,0
1726,37172,0
1829,14137,0
1927,14709,0
2031,0,0
2126,854621,0
2226,279531,0
2327,153489,0
2433,0,0
2528,153489,0
2632,11566,0
2734,36675,0
2840,0,0
2935,47764,0
3032,460468,0
3131,1257889,164924
3242,13767,0
3333,76744,0
3440,20563,0
3548,72698,0
3637,258141,0
3738,139536,0
3842,31843,0
3942,12852,0
4046,31843,0
4144,15422,0
4245,38556,0
4349,12852,0
4441,76744,0
4541,69768,0
4641,542714,0
4741,344580,0
4849,0,0
4948,25704,0
5052,23133,0
5148,27535,0
5251,0,0
5353,11566,0
5453,0,0
5554,25704,0
5655,12852,0
5759,25704,0
5858,26476,0
5959,14137,0
6055,209303,0
6157,17690,0
6255,284278,0
6354,419296,0
6454,461226,0
6557,0,0
6662,0,0
6761,30007,0
6859,153489,0
6967,0,0
7060,153489,0
7166,12852,0
7270,12852,0
7362,698827,0
7472,34700,0
7564,153489,0
7669,25704,0
7771,34700,0
7873,0,0
7974,12852,0
8074,0,0
8180,0,0
8269,174420,0
8375,12852,0
8475,12852,0
8580,0,0
8681,404654,0
8773,186611,0
8875,279072,0
8977,38556,0
9081,0,0
9180,32360,0
9282,25704,0
9376,153489,0
9484,11566,0
9578,0,0
9686,55070,0
9781,1161719,68754
9878,461226,0
9987,11566,0
10085,14137,0
10188,23133,0
10288,14137,0
10394,20563,0
10488,33341,0
10591,28274,0
10687,188373,0
10790,29418,0
10889,18736,0
10991,32360,0
11093,14137,0
11189,83721,0
11294,23133,0
11393,35381,0
11495,0,0
11600,12852,0
11695,62584,0
11795,76561,0
11894,139536,0
12000,12852,0
12102,25704,0
12203,12852,0
12303,0,0
12399,209303,0
12505,23133,0
12604,34700,0
12704,34489,0
12758,220297,0
12854,1290799,197834
12954,419296,0
13058,0,0
13163,25704,0
13262,25704,0
13365,34700,0
13464,28274,0
13565,14137,0
13666,12852,0
13769,84313,0
13860,306979,0
13967,12852,0
14079,23133,0
14163,74644,0
14271,11566,0
14372,34700,0
14474,15422,0
14566,69768,0
14673,23133,0
14767,0,0
14867,512772,0
14978,23133,0
15074,25704,0
15175,14137,0
15275,313955,0
15371,0,0
15482,11566,0
15577,38919,0
15678,69768,0
15805,38919,0
15878,801948,0
15980,12852,0
16082,25704,0
16183,41303,0
16283,0,0
16385,32130,0
16484,17690,0
16585,25704,0
16686,12852,0
16787,12852,0
16883,425963,0
16982,279531,0
17088,26476,0
17188,0,0
17299,34700,0
17387,24232,0
17491,30007,0
17592,0,0
17693,12852,0
17795,23133,0
17890,0,0
17996,11566,0
18094,50012,0
18193,0,0
18298,24781,0
18393,0,0
18498,12852,0
18599,34700,0
18707,25704,0
18798,35381,0
18907,168676,0
18999,1161719,68754
19096,1397655,304690
19198,0,0
19308,29559,0
19403,31354,0
19504,0,0
19605,14137,0
19702,76744,0
19809,23133,0
19902,69768,0
20005,1161719,68754
20106,24355,0
20210,0,0
20313,12852,0
20407,76744,0
20510,41723,0
20614,23133,0
20713,14137,0
20815,12852,0
20927,46267,0
21012,361809,0
21114,62791,0
21219,12852,0
21317,0,0
21419,12852,0
21520,25704,0
21622,38556,0
21727,12852,0
21822,53071,0
21923,0,0
22021,306979,0
22118,614968,0
22222,12852,0
22323,33341,0
22424,35381,0
22528,34700,0
22625,139536,0
22727,12852,0
22828,25704,0
22930,25704,0
23032,25704,0
23132,23133,0
23236,12852,0
23332,38556,0
23433,25704,0
23537,14137,0
23630,76744,0
23731,23001,0
23835,13767,0
23936,12852,0
24047,418607,0
24137,34700,0
24235,209303,0
24335,133924,0
24435,279072,0
24538,12852,0
24641,12852,0
24741,25704,0
24843,14137,0
24941,25704,0
25047,28274,0
25143,1069295,0
25241,67373,0
25345,0,0
25450,11566,0
25545,76744,0
25648,25704,0
25748,15144,0
25854,0,0
25945,279072,0
26058,209303,0
26148,209303,0
26253,0,0
26355,12852,0
26453,0,0
26558,23133,0
26655,33341,0
26759,14137,0
26857,34700,0
26957,14137,0
27058,25704,0
27161,775306,0
27257,419296,0
27364,11566,0
27459,174420,0
27564,24781,0
