Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
10,126378,67675
62,361080,302377
163,288864,230161
261,252756,194053
362,278031,219328
462,144432,85729
566,25704,0
665,79437,20734
766,216648,157945
866,328582,269879
969,14137,0
1070,34700,0
1171,12852,0
1271,14137,0
1377,23133,0
1469,90270,31567
1575,0,0
1676,24781,0
1775,0,0
1874,361080,302377
1972,252756,194053
2076,0,0
2177,25704,0
2277,0,0
2377,25704,0
2480,0,0
2577,36108,0
2681,12852,0
2784,12852,0
2883,13767,0
2984,180540,121837
3088,0,0
3189,38556,0
3290,23133,0
3390,13767,0
3490,0,0
3591,0,0
3692,20563,0
3793,12852,0
3894,12852,0
3993,13767,0
4094,13767,0
4193,180540,121837
4294,216648,157945
4398,23133,0
4496,16670,0
4598,34700,0
4698,12852,0
4799,0,0
4901,12852,0
5003,50012,0
5101,20610,0
5203,23133,0
5304,12852,0
5405,0,0
5506,23133,0
5607,12852,0
5709,0,0
5808,14709,0
5931,34700,0
6008,25087,0
6110,12390,0
6211,12852,0
6312,0,0
6411,23133,0
6513,12852,0
6614,14137,0
6713,0,0
6814,12852,0
6913,144432,85729
7015,0,0
7117,23133,0
7218,0,0
7317,14709,0
7421,0,0
7519,12852,0
7619,23133,0
7719,14709,0
7821,11566,0
7923,14137,0
8027,324972,266269
8122,293186,234483
8225,25704,0
8329,25704,0
8427,12852,0
8529,0,0
8629,0,0
8730,0,0
8832,12852,0
8932,12852,0
9032,0,0
9133,11566,0
9239,278031,219328
9329,129988,71285
9430,0,0
9532,14709,0
9633,12852,0
9734,12852,0
9835,14137,0
9936,23133,0
10042,85764,27061
10135,361080,302377
10234,36108,0
10335,361080,302377
10435,32497,0
10540,23133,0
10639,25704,0
10739,0,0
10840,23133,0
10940,14137,0
11040,79437,20734
11141,361080,302377
11240,328582,269879
11341,0,0
11445,0,0
11546,23133,0
11647,12852,0
11747,14137,0
11848,12852,0
11950,12852,0
12074,41303,0
12148,361080,302377
12252,11566,0
12353,14137,0
12455,11566,0
12554,12852,0
12658,0,0
12751,36108,0
12855,0,0
12966,23133,0
13055,108324,49621
13165,278031,219328
13257,361080,302377
13364,11566,0
13462,15422,0
13562,0,0
13664,11566,0
13766,12852,0
13866,12852,0
13967,12852,0
14067,12852,0
14168,12852,0
14268,119156,60453
14366,292474,233771
14471,11566,0
14573,0,0
14677,0,0
14773,0,0
14874,11566,0
14974,0,0
15075,0,0
15178,11566,0
15281,158875,100172
15376,238312,179609
15478,0,0
15583,11566,0
15680,0,0
15781,12852,0
15883,0,0
15995,11566,0
16081,90270,31567
16182,209426,150723
16286,361080,302377
16385,72216,13513
16489,23133,0
16590,25704,0
16690,25704,0
16791,25704,0
16893,11566,0
16993,0,0
17043,42411,0
17149,0,0
17243,180540,121837
17347,361080,302377
17447,42411,0
17549,12852,0
17649,13767,0
17750,0,0
17855,11566,0
17952,0,0
18053,12852,0
18149,162486,103783
18254,23133,0
18362,103050,44347
18456,216648,157945
18561,23133,0
18661,0,0
18762,23133,0
18862,14137,0
18963,11566,0
19063,12852,0
19164,14137,0
19266,12852,0
19366,36108,0
