Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
36,43093,17310
113,361080,335297
215,238312,212529
314,288864,263081
420,32130,6347
518,42411,16628
619,28274,2491
720,23133,0
819,23133,0
921,0,0
1022,0,0
1120,361080,335297
1220,324972,299189
1326,42411,16628
1425,25704,0
1526,32130,6347
1627,0,0
1727,14137,0
1829,12852,0
1928,34700,8917
2029,23133,0
2129,0,0
2230,0,0
2280,0,0
2381,14137,0
2483,23133,0
2581,0,0
2682,12852,0
2784,23133,0
2885,12852,0
2986,68838,43055
3085,180540,154757
3184,12852,0
3286,34700,8917
3387,14137,0
3491,12852,0
3588,34700,8917
3689,14137,0
3789,14137,0
3894,25704,0
3987,180540,154757
4091,12852,0
4191,14137,0
4295,0,0
4394,25704,0
4494,12852,0
4594,38556,12773
4695,0,0
4795,12852,0
4894,30007,4224
4995,14137,0
5096,0,0
5197,12852,0
5300,0,0
5399,42411,16628
5500,12852,0
5600,25704,0
5702,12852,0
5801,25704,0
5902,0,0
6003,23133,0
6103,15422,0
6206,12852,0
6305,11566,0
6404,14137,0
6504,14137,0
6605,11566,0
6707,12852,0
6806,28274,2491
6907,12852,0
7008,12852,0
7108,15422,0
7211,0,0
7310,42411,16628
7411,12852,0
7511,15422,0
7614,12852,0
7713,12852,0
7813,25704,0
7914,12852,0
8015,23133,0
8119,14137,0
8217,14137,0
8317,12852,0
8418,23133,0
8518,0,0
8619,14137,0
8722,0,0
8821,28274,2491
8921,12852,0
9021,25704,0
9122,12852,0
9225,12852,0
9324,25704,0
9425,0,0
9525,60577,34794
9627,23133,0
9727,0,0
9829,0,0
9928,38556,12773
10029,23133,0
10129,14137,0
10230,12852,0
10333,12852,0
10432,0,0
10533,25704,0
10634,23133,0
10735,12852,0
10837,0,0
10937,14137,0
11037,0,0
11138,32130,6347
11238,15422,0
11341,12852,0
11439,20563,0
11540,0,0
11640,25704,0
11741,0,0
11842,12852,0
11944,12852,0
12043,25704,0
12144,34700,8917
12244,14137,0
12345,23133,0
12449,12852,0
12547,95529,69746
12647,70762,44979
12749,25704,0
12851,34700,8917
12956,0,0
13054,23133,0
13154,15422,0
13253,23133,0
13355,25704,0
13456,0,0
13555,14137,0
13656,23133,0
13757,0,0
13858,14137,0
13959,12852,0
14062,12852,0
14161,14137,0
14258,79437,53654
14361,11566,0
14462,0,0
14564,70762,44979
14662,328582,302799
14763,270810,245027
14863,249856,224073
14962,361080,335297
15062,361080,335297
15162,198594,172811
15268,14137,0
15369,23133,0
15474,25704,0
15570,14137,0
15673,15422,0
15771,28274,2491
15873,23133,0
15971,25704,0
16072,14137,0
16173,23133,0
16273,28274,2491
16377,23133,0
16475,25704,0
16576,0,0
16676,34700,8917
16779,12852,0
16877,14137,0
16977,25704,0
17078,0,0
17178,23133,0
17284,0,0
17380,25704,0
17481,12852,0
17578,216648,190865
17681,0,0
17783,23133,0
17882,14137,0
17983,25704,0
18085,38919,13136
18185,47764,21981
18286,12852,0
18385,14137,0
18485,0,0
18586,14137,0
18687,0,0
18788,34700,8917
18887,70762,44979
18988,34700,8917
19089,14137,0
19192,12852,0
19292,14137,0
19393,23133,0
19492,25704,0
19593,0,0
19698,11566,0
19793,28274,2491
19895,66683,40900
19993,12852,0
20095,14137,0
20195,0,0
20296,23133,0
20397,0,0
20497,23133,0
20598,0,0
20698,50012,24229
20798,324972,299189
