Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
55,119156,81194
117,151653,113691
214,361080,323118
314,361080,323118
413,252756,214794
513,292474,254512
617,14137,0
718,0,0
819,27535,0
920,34700,0
1020,133924,95962
1119,270810,232848
1243,361080,323118
1295,361080,323118
1394,288864,250902
1500,12852,0
1603,38556,594
1695,50551,12589
1796,180540,142578
1901,25704,0
2000,12852,0
2101,15144,0
2202,12852,0
2305,39715,1753
2400,238312,200350
2506,34700,0
2603,38556,594
2704,15422,0
2805,14137,0
2906,25704,0
3002,64994,27032
3106,0,0
3225,79607,41645
3309,361080,323118
3406,194983,157021
3514,0,0
3626,70686,32724
3716,116758,78796
3813,34700,0
3916,0,0
4016,34700,0
4116,12852,0
4217,0,0
4323,11566,0
4418,15422,0
4519,0,0
4620,20563,0
4721,0,0
4824,23133,0
4924,13767,0
5026,13767,0
5130,23133,0
5224,108324,70362
5328,12852,0
5436,0,0
5530,12852,0
5631,0,0
5732,0,0
5833,0,0
5944,11566,0
6035,19459,0
6136,12852,0
6239,108324,70362
6336,38919,957
6438,11566,0
6539,14137,0
6640,12852,0
6740,14137,0
6846,12852,0
6942,0,0
7043,25704,0
7143,34700,0
7246,12852,0
7346,324972,287010
7444,67373,29411
7547,32130,0
7648,25704,0
7749,25704,0
7851,12852,0
7950,25704,0
8051,25704,0
8152,23133,0
8248,0,0
8352,35381,0
8453,14137,0
8551,144432,106470
8655,12852,0
8754,11566,0
8854,0,0
8954,25704,0
9055,12852,0
9156,0,0
9256,12852,0
9358,324972,287010
9455,324972,287010
9555,180540,142578
9661,12852,0
9761,23133,0
9861,0,0
9962,0,0
10064,12852,0
10163,27535,0
10263,15422,0
10364,32130,0
10481,63686,25724
10564,26435,0
10666,11566,0
10769,12852,0
10872,11566,0
10970,14137,0
11072,0,0
11173,0,0
11274,0,0
11377,0,0
11484,20563,0
11579,324972,287010
11678,238312,200350
11783,25704,0
11883,12852,0
11984,12852,0
12080,79437,41475
12184,12852,0
12285,23133,0
12385,25704,0
12438,51408,13446
12537,0,0
12637,23133,0
12737,0,0
12838,23133,0
12942,0,0
13039,23133,0
13139,0,0
13240,12852,0
13340,144432,106470
13440,216648,178686
13543,12852,0
13644,0,0
13745,14137,0
13846,0,0
13946,0,0
14047,46267,8305
14147,28274,0
14248,12852,0
14352,25704,0
14452,57772,19810
14550,317750,279788
14654,0,0
14754,0,0
14864,11566,0
14958,31354,0
15059,0,0
15160,12852,0
15261,12852,0
15370,23133,0
15469,278031,240069
15559,158875,120913
15663,20563,0
15763,0,0
15866,0,0
15967,25704,0
16069,0,0
16169,23133,0
16271,12852,0
16371,12852,0
16474,12852,0
16571,361080,323118
16673,38556,594
16777,0,0
16874,25704,0
16974,0,0
17075,12852,0
17176,12852,0
17277,0,0
17383,11566,0
17483,15144,0
17584,12852,0
17685,12852,0
17786,12852,0
17887,12852,0
17990,12852,0
18089,12852,0
18189,14709,0
18290,14137,0
18396,25704,0
18496,72216,34254
18598,361080,323118
18694,51408,13446
18790,162486,124524
18897,11566,0
18995,14137,0
19096,23133,0
19196,0,0
19300,11566,0
19398,0,0
19498,14137,0
19597,144432,106470
19696,252756,214794
19801,11566,0
19899,0,0
20002,0,0
20102,0,0
20204,0,0
20305,11566,0
20405,0,0
20506,12852,0
20622,185055,147093
20712,278031,240069
20813,64994,27032
20915,0,0
21017,25704,0
21118,14137,0
21218,23133,0
21319,0,0
21423,0,0
21520,25704,0
21573,0,0
21681,292474,254512
21774,84823,46861
21876,0,0
21977,13767,0
22083,11566,0
22179,12852,0
22277,119156,81194
22382,0,0
22487,34700,0
22583,12852,0
22683,0,0
22784,0,0
22885,0,0
22988,11566,0
23088,14137,0
23189,13767,0
23290,23133,0
23392,0,0
23493,23133,0
23590,0,0
23695,223869,185907
23792,162486,124524
23897,12852,0
23998,23133,0
24101,12852,0
24202,12852,0
24303,12852,0
24404,25704,0
24504,0,0
24606,23133,0
24715,180540,142578
24805,361080,323118
24909,12852,0
25010,23133,0
25110,0,0
25210,23133,0
25311,23133,0
25412,0,0
25514,12852,0
25615,20563,0
25717,58379,20417
25813,144432,106470
25921,12852,0
26017,0,0
26118,11566,0
26218,11566,0
26320,0,0
26425,0,0
26521,34700,0
26622,25704,0
26723,0,0
26823,361080,323118
26932,11566,0
27027,0,0
27128,0,0
27229,0,0
27331,0,0
27433,20563,0
27537,12852,0
27635,15144,0
27743,47764,9802
27836,180540,142578
