Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
12,75826,6511
72,361080,291765
175,299696,230381
270,238312,168997
371,317750,248435
475,32130,0
579,0,0
675,15144,0
776,0,0
879,14137,0
979,12852,0
1079,15677,0
1177,288864,219549
1282,0,0
1391,12852,0
1483,25704,0
1584,0,0
1685,23133,0
1794,11566,0
1887,12852,0
1988,0,0
2089,12852,0
2191,12852,0
2295,12852,0
2392,0,0
2493,23133,0
2593,12852,0
2694,23133,0
2799,0,0
2899,14137,0
2994,79437,10122
3104,0,0
3195,72216,2901
3302,11566,0
3399,0,0
3499,0,0
3601,12852,0
3701,20563,0
3800,0,0
3901,32130,0
4002,12852,0
4105,0,0
4203,11566,0
4303,12852,0
4404,14137,0
4505,12852,0
4609,23133,0
4708,12852,0
4809,0,0
4909,12852,0
5010,23133,0
5111,0,0
5211,13767,0
5312,13767,0
5412,12852,0
5512,14137,0
5613,12852,0
5713,14109,0
5814,0,0
5915,12852,0
6015,12852,0
6116,32130,0
6218,0,0
6317,0,0
6418,0,0
6524,0,0
6619,25704,0
6720,12852,0
6821,12852,0
6922,23133,0
7026,11566,0
7123,25704,0
7223,0,0
7325,12852,0
7428,12852,0
7525,12852,0
7625,0,0
7729,0,0
7824,36108,0
7928,0,0
8030,12852,0
8131,23133,0
8229,34700,0
8330,0,0
8431,25704,0
8536,23133,0
8632,14137,0
8733,12852,0
8834,23133,0
8935,12852,0
9037,12852,0
9136,14137,0
9237,23133,0
9339,23133,0
9438,0,0
9538,14137,0
9639,23133,0
9740,23133,0
9841,0,0
9941,0,0
10043,13767,0
10144,23133,0
10244,0,0
10346,12852,0
10445,12852,0
10546,12852,0
10647,23133,0
10748,0,0
10849,13767,0
10951,12852,0
11051,23133,0
11151,12852,0
11251,14137,0
11351,23133,0
11453,12852,0
11553,13767,0
11652,14137,0
11753,12852,0
11854,12852,0
11955,12852,0
12055,11566,0
12156,0,0
12259,12852,0
12358,30007,0
12463,11566,0
12559,0,0
12659,25704,0
12760,12852,0
12864,11566,0
12961,14137,0
13061,11566,0
13162,0,0
13263,0,0
13313,25704,0
13414,0,0
13515,0,0
13621,12852,0
13717,0,0
13818,11566,0
13919,0,0
14020,32130,0
14122,0,0
14221,0,0
14322,12852,0
14422,12852,0
14523,12852,0
14628,0,0
14726,14137,0
14826,0,0
14927,23133,0
15027,12852,0
15128,0,0
15229,11566,0
15329,12852,0
15431,12852,0
15534,12852,0
15635,12852,0
15736,12852,0
15836,12852,0
15937,12852,0
16038,11566,0
16141,12852,0
16240,0,0
16340,38556,0
16440,12852,0
16542,12852,0
16644,11566,0
16740,72216,2901
16844,34700,0
16945,0,0
17046,32130,0
17147,12852,0
17249,14137,0
17349,23133,0
17450,12852,0
17552,12852,0
17651,12852,0
17751,25704,0
17851,14137,0
17952,23133,0
18053,12852,0
18154,13767,0
18255,12852,0
18356,12852,0
18457,24781,0
18559,12852,0
18659,12852,0
18760,0,0
18860,12852,0
18962,12852,0
19062,14709,0
19165,23133,0
19264,25704,0
19364,0,0
19465,0,0
19567,23133,0
19668,0,0
19770,12852,0
19870,0,0
19971,12852,0
20072,11566,0
20173,0,0
20275,23133,0
20375,0,0
20476,12852,0
20577,23133,0
20678,0,0
20779,12852,0
20881,0,0
20981,23133,0
21080,20905,0
21183,12852,0
21283,14137,0
21384,12852,0
21485,12852,0
21585,12852,0
21686,11566,0
21787,0,0
21890,12852,0
21990,11566,0
22091,0,0
22192,0,0
22293,0,0
22394,0,0
22494,11566,0
22595,12852,0
22695,12852,0
22796,23133,0
22897,0,0
23000,11566,0
23100,12852,0
23202,12852,0
23302,13767,0
23402,0,0
23503,20563,0
23604,0,0
23705,0,0
23805,12852,0
23906,12390,0
24006,12852,0
24109,0,0
24209,24781,0
24311,0,0
24411,23133,0
24512,0,0
24613,23133,0
24714,0,0
24764,45433,0
24865,0,0
24965,12852,0
25066,14137,0
25165,23133,0
25267,25704,0
25366,31843,0
25467,14137,0
25568,23133,0
25668,0,0
25769,23133,0
25873,0,0
25970,23133,0
26071,14137,0
26170,14137,0
26271,12852,0
26372,12852,0
26471,12852,0
26572,12852,0
26672,0,0
26773,23133,0
26874,12852,0
26974,0,0
27075,0,0
27177,14709,0
27278,23133,0
27380,14137,0
27480,12852,0
27581,0,0
27681,12852,0
27782,0,0
27882,12852,0
27983,12852,0
28083,23133,0
28184,25704,0
28285,0,0
28387,23133,0
28486,0,0
28587,12852,0
28688,12852,0
28789,0,0
28890,23133,0
28992,12852,0
29091,13767,0
29192,12852,0
29293,12852,0
29394,12852,0
29496,0,0
29593,37472,0
29694,25704,0
29795,23133,0
29896,0,0
29998,0,0
30098,13767,0
30199,23133,0
30299,0,0
30400,14137,0
30499,23133,0
30600,0,0
30700,0,0
30801,14137,0
30903,12852,0
31003,12852,0
31104,12852,0
31205,12852,0
31306,0,0
31407,14709,0
31511,23133,0
31608,14137,0
31707,25704,0
31808,23133,0
31911,12852,0
32010,0,0
32111,0,0
32211,12390,0
32312,0,0
32413,0,0
32514,11566,0
32614,14709,0
32716,12852,0
32817,12852,0
32918,0,0
33018,12852,0
33119,12852,0
33219,14709,0
33320,12852,0
33421,12852,0
33522,0,0
33625,23133,0
33720,72216,2901
33823,25704,0
33924,0,0
34025,12852,0
34126,14709,0
34227,12852,0
34328,0,0
34428,23133,0
34531,12852,0
34631,12852,0
34730,14709,0
34832,14137,0
34931,34700,0
35032,12852,0
35133,12852,0
35234,14709,0
35336,12852,0
35436,23133,0
35537,12852,0
35638,0,0
35738,12852,0
35839,12852,0
35939,23133,0
36040,12852,0
36142,0,0
36241,12852,0
36342,12852,0
36442,14709,0
36543,12852,0
36644,0,0
36746,0,0
36847,12852,0
36948,0,0
37049,23133,0
37150,12852,0
37251,14709,0
37350,35381,0
37450,12852,0
37552,12852,0
37653,12852,0
37755,0,0
37855,24781,0
37956,0,0
38057,23133,0
38158,0,0
38259,12852,0
38359,12852,0
38460,12852,0
38560,12852,0
38660,12852,0
38762,12852,0
38863,0,0
38963,23133,0
39064,14137,0
39165,32130,0
39265,14137,0
39366,12852,0
39467,13767,0
39568,0,0
39668,23133,0
39769,12852,0
39818,0,0
39919,13767,0
40021,23133,0
40123,0,0
40223,24781,0
40325,0,0
40426,12852,0
40527,12852,0
40627,13767,0
40729,12852,0
40825,119156,49841
40928,0,0
41030,12852,0
41131,0,0
41233,23133,0
41334,0,0
41435,0,0
41536,0,0
41639,11566,0
41738,0,0
41842,12852,0
41939,16670,0
42041,0,0
42142,12852,0
42244,14709,0
42344,0,0
42446,20563,0
42546,0,0
42647,0,0
42748,0,0
42850,12852,0
42951,11566,0
43054,12852,0
43154,0,0
43255,11566,0
43356,0,0
43457,0,0
43560,23133,0
43659,12852,0
43760,14137,0
43861,23133,0
43962,14137,0
44064,23133,0
44164,0,0
44265,12852,0
44362,36108,0
44466,12852,0
44568,0,0
44670,20563,0
44771,0,0
44870,47031,0
44972,0,0
45073,25704,0
45174,12852,0
45274,0,0
45374,14709,0
45476,12852,0
45577,13767,0
45679,0,0
45779,12852,0
45879,12852,0
45979,14137,0
46080,0,0
46182,11566,0
46282,13767,0
46383,23133,0
46484,0,0
46585,0,0
46685,23133,0
46787,12852,0
46887,14709,0
46988,0,0
47088,23133,0
47189,12852,0
47290,0,0
47390,14137,0
47491,12852,0
47591,12852,0
47691,23133,0
47794,32130,0
47891,0,0
47993,25704,0
48094,0,0
48194,25704,0
48296,12852,0
48396,11566,0
48497,0,0
48598,11566,0
48699,12852,0
48806,0,0
48900,12852,0
49000,11566,0
49101,12852,0
49202,0,0
49303,0,0
49409,12852,0
49504,25704,0
49604,0,0
49705,23133,0
49812,20563,0
49906,25704,0
50007,0,0
50107,12852,0
50157,0,0
50258,14137,0
50358,0,0
50463,11566,0
50560,0,0
50660,23133,0
50761,23133,0
50866,0,0
50961,14137,0
51067,12852,0
51161,64994,0
51263,0,0
51364,12852,0
51463,14137,0
51563,12852,0
51664,25704,0
51764,0,0
51868,12852,0
51967,23133,0
52068,12852,0
52168,0,0
52269,12852,0
52370,23133,0
52469,14709,0
52570,12852,0
52671,0,0
52772,12852,0
52873,12852,0
52975,12852,0
53074,0,0
53175,11566,0
53276,0,0
53376,0,0
53478,0,0
53582,11566,0
53682,13767,0
53783,12852,0
53884,0,0
53985,12852,0
54087,12852,0
54185,12852,0
54286,13767,0
54387,0,0
54488,11566,0
54589,12852,0
54696,12852,0
54790,38919,0
54892,0,0
54993,11566,0
55094,0,0
55199,0,0
55297,25704,0
55397,0,0
55498,32130,0
55603,23133,0
55701,0,0
55802,12852,0
55902,12852,0
56003,12852,0
56108,12852,0
56205,12852,0
56306,23133,0
56407,0,0
56514,11566,0
56608,14137,0
56709,12852,0
56810,11566,0
56912,0,0
57014,0,0
57113,12852,0
57215,14137,0
57315,25704,0
57415,12852,0
57517,23133,0
57617,0,0
57717,24781,0
57819,0,0
57920,13767,0
58023,12852,0
58122,0,0
58225,0,0
58321,162486,93171
58424,0,0
58525,12852,0
58629,0,0
58729,14137,0
58830,20563,0
58931,13767,0
59032,0,0
59132,12852,0
59233,12852,0
59333,12852,0
59436,12852,0
59536,0,0
59636,23133,0
59738,0,0
59837,24781,0
59938,0,0
59989,25704,0
60090,12852,0
60190,12852,0
60291,0,0
60392,0,0
60493,12852,0
60592,26476,0
60693,25704,0
60794,12852,0
60897,0,0
60996,12852,0
61097,0,0
61197,0,0
61299,0,0
61400,0,0
61503,11566,0
61603,12852,0
61703,23133,0
61805,12852,0
61910,34700,0
62005,12852,0
62107,0,0
62208,11566,0
62309,0,0
62414,23133,0
62512,12852,0
62613,0,0
62714,0,0
62815,0,0
62915,0,0
63015,0,0
63117,23133,0
63218,12852,0
63319,0,0
63420,12852,0
63522,23133,0
63622,14137,0
63722,12852,0
63823,12852,0
63924,13767,0
64025,0,0
64126,12852,0
64226,23133,0
64327,12852,0
64428,25704,0
64529,0,0
64629,12852,0
64730,0,0
64830,12852,0
64931,23133,0
65032,0,0
65133,23133,0
65232,0,0
65333,23133,0
65437,0,0
65534,56447,0
65635,0,0
65735,25704,0
65835,14137,0
65936,23133,0
66037,23133,0
66138,25704,0
66238,0,0
66339,23133,0
66440,12852,0
66543,0,0
66643,12852,0
66743,12852,0
66843,14137,0
66943,0,0
67044,12852,0
67145,12852,0
67245,13767,0
67346,14137,0
67447,23133,0
67548,12852,0
67648,23133,0
67749,0,0
67850,32130,0
67951,12852,0
68052,12852,0
68152,12852,0
68253,0,0
68354,14709,0
68456,0,0
68556,12852,0
68657,12852,0
68758,0,0
68859,23133,0
68964,12852,0
69057,108324,39009
69157,0,0
69260,12852,0
69361,12852,0
69462,12852,0
69563,0,0
69664,20563,0
69764,16180,0
69866,0,0
69967,12852,0
70066,0,0
70167,0,0
70269,12852,0
70370,12852,0
70472,0,0
70572,0,0
70673,0,0
70773,0,0
70873,23133,0
70973,25704,0
71074,12852,0
71175,0,0
71276,23133,0
71376,25704,0
71477,0,0
71577,0,0
71681,11566,0
71778,25704,0
71878,0,0
71980,23133,0
72085,0,0
72180,0,0
72281,23133,0
72383,12852,0
72479,180540,111225
72587,0,0
72683,23133,0
72784,0,0
72885,11566,0
72985,0,0
73090,23133,0
73188,0,0
73289,12852,0
73389,12852,0
73489,12852,0
73592,12852,0
73690,25704,0
73793,34700,0
73887,198594,129279
73990,0,0
74094,12852,0
74193,23133,0
74294,12852,0
74394,0,0
74494,23133,0
74595,0,0
74697,12852,0
74797,12852,0
74897,0,0
74957,20563,0
75049,0,0
75150,12852,0
75250,12852,0
75350,14137,0
75452,11566,0
75552,12852,0
75652,12852,0
75752,0,0
75853,34700,0
75962,23133,0
76050,50551,0
76153,12852,0
76254,12852,0
76357,0,0
76455,0,0
76555,11566,0
76656,0,0
76757,12852,0
76857,23133,0
76957,14137,0
77058,23133,0
77159,12852,0
77260,0,0
77360,38556,0
77460,14137,0
77561,0,0
77661,12852,0
77764,14137,0
77862,42411,0
77963,15422,0
78065,25704,0
78167,23133,0
78266,12852,0
78367,14137,0
78466,0,0
78567,23133,0
78668,12852,0
78768,14137,0
78869,25704,0
78969,32130,0
79070,14137,0
79173,12852,0
79273,12852,0
79373,14137,0
79475,23133,0
79571,158875,89560
79675,12852,0
79777,20563,0
79876,28274,0
79977,12852,0
80078,23133,0
80179,12852,0
80281,12852,0
80380,14137,0
80481,12852,0
80582,25704,0
80683,0,0
80785,23133,0
80884,12852,0
80985,23133,0
81086,12852,0
81187,12852,0
81287,14137,0
81390,12852,0
81489,34700,0
81590,0,0
81690,25704,0
81791,12852,0
81893,12852,0
81992,25704,0
82093,23133,0
82194,23133,0
82294,25704,0
82396,11566,0
82495,14137,0
82596,0,0
82697,23133,0
82798,12852,0
82900,14137,0
82999,12852,0
83098,60015,0
83199,14137,0
83302,25704,0
83405,12852,0
83503,25704,0
83602,14137,0
83703,34700,0
83803,14137,0
83907,34700,0
84005,12852,0
84106,14137,0
84207,25704,0
84307,23133,0
84410,0,0
84510,25704,0
84609,25704,0
84711,12852,0
84815,25704,0
84911,14137,0
85011,25704,0
85112,25704,0
85214,34700,0
85318,23133,0
85414,15422,0
85515,12852,0
85615,38556,0
85716,23133,0
85823,14137,0
85917,34700,0
86018,25704,0
86118,28274,0
86220,23133,0
86322,34700,0
86420,0,0
86528,32130,0
86619,0,0
86723,25704,0
86829,11566,0
86923,28274,0
87024,0,0
87125,25704,0
87230,0,0
87328,23133,0
87429,23133,0
87529,25704,0
87630,0,0
87732,0,0
87831,25704,0
87932,0,0
88033,23133,0
88134,25704,0
88234,0,0
88336,12852,0
88436,0,0
88536,12852,0
88637,25704,0
88739,11566,0
88841,12852,0
88940,25704,0
89040,0,0
89142,0,0
89243,0,0
89343,25704,0
89443,0,0
89544,23133,0
89645,38556,0
89748,12852,0
89848,12852,0
89950,14137,0
90049,11566,0
90103,0,0
90200,22483,0
90302,12852,0
90403,20563,0
90510,14137,0
90604,15422,0
90705,23133,0
90806,23133,0
90908,14137,0
91006,23133,0
91107,14137,0
91208,14137,0
91308,25704,0
91413,12852,0
91510,34700,0
91611,14137,0
91711,25704,0
91811,28274,0
91917,20563,0
92012,34489,0
92113,12852,0
92214,23133,0
92320,14137,0
92415,25704,0
92516,12852,0
92616,25704,0
92717,14137,0
92818,11566,0
92918,28274,0
93019,28274,0
93120,23133,0
93221,23133,0
93323,0,0
93423,28274,0
93524,0,0
93628,12852,0
93723,36108,0
93828,15422,0
93927,11566,0
94027,14137,0
94129,12852,0
94229,12852,0
94331,14137,0
94434,20563,0
94533,0,0
94634,25704,0
94735,25704,0
94836,11566,0
94939,14137,0
95038,12852,0
95138,23133,0
95238,0,0
95338,11566,0
95440,12852,0
95540,0,0
95641,12852,0
95741,11566,0
95842,14137,0
95943,23133,0
96043,14137,0
96144,12852,0
96245,0,0
96346,23133,0
