Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
24,1174030,0
106,1076194,0
207,1206084,20873
307,1370551,185340
409,1233495,48284
507,1233495,48284
608,1182462,0
708,1074965,0
808,1343707,158496
908,1233495,48284
1009,1343707,158496
1109,1343707,158496
1209,1088402,0
1309,1182462,0
1409,1209336,24125
1510,754733,0
1610,0,0
1711,153742,0
1811,0,0
1911,0,0
2012,1006311,0
2112,1397655,212444
2213,1257889,72678
2313,1257889,72678
2413,614968,0
2513,349413,0
2613,195671,0
2714,886846,0
2814,904563,0
2917,238312,0
3020,34700,0
3138,110148,0
3225,361080,0
3323,361080,0
3430,361080,0
3523,270810,0
3624,288864,0
3724,252756,0
3828,82440,0
3925,162486,0
4025,90270,0
4125,361080,0
4226,129988,0
4337,278031,0
4444,361080,0
4533,324972,0
4633,146582,0
4741,146593,0
4835,361080,0
4944,324972,0
5052,259977,0
5145,292474,0
5247,227480,0
5348,168434,0
5450,292474,0
5555,361080,0
5651,324972,0
5753,361080,0
5852,361080,0
5955,361080,0
6058,324972,0
6153,317750,0
6267,324972,0
6355,317750,0
6456,324972,0
6559,361080,0
6657,324972,0
6762,361080,0
6860,324972,0
6964,361080,0
7060,361080,0
7168,361080,0
7260,361080,0
7359,361080,0
7461,361080,0
7561,361080,0
7671,332193,0
7763,361080,0
7864,361080,0
7967,361080,0
8065,361080,0
8167,361080,0
8269,361080,0
8367,361080,0
8470,361080,0
8566,361080,0
8667,361080,0
8772,361080,0
8879,361080,0
8969,361080,0
9072,361080,0
9169,361080,0
9272,361080,0
9373,361080,0
9471,361080,0
9570,361080,0
9680,361080,0
9774,361080,0
9874,361080,0
9990,361080,0
10073,361080,0
10180,361080,0
10275,317750,0
10375,324972,0
10487,361080,0
10576,361080,0
10680,361080,0
10777,361080,0
10877,361080,0
10977,361080,0
11079,361080,0
11179,361080,0
11284,361080,0
11381,361080,0
11481,361080,0
11582,361080,0
11683,361080,0
11788,361080,0
11885,361080,0
11985,361080,0
12085,361080,0
12185,361080,0
12287,361080,0
12388,361080,0
12488,361080,0
12595,361080,0
12704,361080,0
12792,361080,0
12894,361080,0
12994,361080,0
13117,361080,0
13194,361080,0
13295,361080,0
13402,361080,0
13497,361080,0
13598,361080,0
13700,361080,0
13799,361080,0
13900,361080,0
14008,361080,0
14101,361080,0
14201,361080,0
14301,361080,0
14404,361080,0
14509,361080,0
14610,361080,0
14719,361080,0
14806,361080,0
14988,361080,0
15055,361080,0
15141,361080,0
15247,361080,0
15344,361080,0
15443,361080,0
15544,361080,0
15644,361080,0
15746,361080,0
15845,361080,0
15947,361080,0
16063,361080,0
16097,361080,0
16198,361080,0
16301,361080,0
16404,361080,0
16507,361080,0
16614,361080,0
16707,361080,0
16805,361080,0
16903,361080,0
17003,361080,0
17105,361080,0
17204,361080,0
17307,361080,0
17408,361080,0
17509,361080,0
17610,361080,0
17709,361080,0
17817,361080,0
17928,361080,0
18014,361080,0
18112,361080,0
18213,361080,0
18314,361080,0
18415,361080,0
18515,361080,0
18618,361080,0
18715,361080,0
18816,361080,0
18916,361080,0
19022,361080,0
19117,361080,0
19220,361080,0
19333,361080,0
19419,361080,0
19520,361080,0
19622,361080,0
19723,361080,0
19823,361080,0
19924,361080,0
20025,361080,0
20124,361080,0
20225,361080,0
20328,361080,0
20455,361080,0
20553,361080,0
20629,361080,0
20733,361080,0
20832,361080,0
20934,361080,0
21031,361080,0
21135,361080,0
21234,361080,0
21335,361080,0
21437,361080,0
21537,361080,0
21636,361080,0
21738,361080,0
21841,361080,0
21939,361080,0
22041,361080,0
22137,361080,0
22238,361080,0
22338,361080,0
22439,361080,0
22541,361080,0
22640,361080,0
22742,361080,0
22857,361080,0
22944,361080,0
23045,361080,0
23147,361080,0
23246,361080,0
23348,361080,0
23449,361080,0
23548,361080,0
23648,361080,0
23750,361080,0
23857,361080,0
23955,361080,0
24051,361080,0
24151,361080,0
24253,361080,0
24352,361080,0
24453,361080,0
24553,361080,0
24654,361080,0
24757,361080,0
24856,361080,0
24955,361080,0
25078,361080,0
25158,361080,0
25256,361080,0
25356,361080,0
25458,361080,0
25558,361080,0
25658,361080,0
25772,361080,0
25860,361080,0
25964,361080,0
26062,361080,0
26170,361080,0
26264,361080,0
26367,361080,0
26475,361080,0
26567,361080,0
26667,361080,0
26770,361080,0
26870,361080,0
26970,361080,0
27075,361080,0
27173,361080,0
27277,361080,0
27374,361080,0
27477,361080,0
27584,361080,0
27682,361080,0
27784,312282,0
27883,361080,0
27982,361080,0
28083,361080,0
28183,324972,0
28285,324972,0
28384,361080,0
28486,361080,0
28588,324972,0
28687,361080,0
28786,361080,0
28888,361080,0
28991,299696,0
29089,361080,0
29191,361080,0
29291,361080,0
29390,278031,0
29491,361080,0
29593,194983,0
29695,73065,0
29795,121776,0
29894,184707,0
30007,99942,0
30095,361080,0
30196,328582,0
30297,288864,0
30397,252756,0
30499,77838,0
30603,53071,0
30704,153438,0
30758,115897,0
30860,103050,0
30956,88453,0
31055,83354,0
31159,106143,0
31259,187494,0
31357,361080,0
31461,361080,0
31567,299696,0
31661,324972,0
31762,361080,0
31866,119156,0
31967,31843,0
32067,204456,0
32164,361080,0
32266,288864,0
32372,79232,0
32469,97298,0
32568,278031,0
32669,324972,0
32770,361080,0
32872,317750,0
32972,288864,0
33074,175911,0
33174,288864,0
33276,216648,0
33374,288864,0
33474,79437,0
33576,64994,0
33675,158875,0
33775,144432,0
33876,158875,0
33976,324972,0
34076,361080,0
34177,288864,0
34277,361080,0
34378,324972,0
34478,162486,0
34578,198594,0
34679,361080,0
34780,361080,0
34880,317750,0
34980,129988,0
35081,119156,0
35181,72216,0
35282,299696,0
35382,317750,0
35483,97421,0
35583,288864,0
35684,361080,0
35787,361080,0
35886,361080,0
35986,361080,0
36087,361080,0
36187,361080,0
36287,361080,0
36394,361080,0
36489,361080,0
36589,361080,0
36692,361080,0
36804,361080,0
36890,361080,0
36992,361080,0
37094,361080,0
37200,361080,0
37296,361080,0
37397,361080,0
37502,361080,0
37602,361080,0
37698,361080,0
37802,361080,0
37900,361080,0
38000,361080,0
38101,361080,0
38200,361080,0
38302,361080,0
38402,361080,0
38502,361080,0
38603,361080,0
38703,361080,0
38806,361080,0
38904,361080,0
39006,361080,0
39105,361080,0
39208,361080,0
39307,361080,0
39411,361080,0
39511,361080,0
39622,361080,0
39711,361080,0
39813,361080,0
