Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
82,119156,78110
100,361080,320034
183,317750,276704
283,76335,35289
387,11566,0
484,81509,40463
586,23133,0
737,0,0
790,20563,0
888,25704,0
989,14137,0
1097,12852,0
1189,14137,0
1288,216648,175602
1387,39718,0
1491,25704,0
1593,11566,0
1695,28274,0
1790,79437,38391
1891,144432,103386
1998,12852,0
2095,14137,0
2195,25704,0
2295,14137,0
2396,12852,0
2496,13767,0
2598,12852,0
2698,14137,0
2799,12852,0
2901,0,0
3001,32130,0
3102,12852,0
3202,25704,0
3301,0,0
3403,14137,0
3502,26476,0
3603,14137,0
3703,14709,0
3804,0,0
3905,14137,0
4007,23133,0
4105,36108,0
4206,12852,0
4309,14137,0
4409,20563,0
4517,12852,0
4611,25704,0
4712,14137,0
4812,12852,0
4912,12852,0
5020,12852,0
5112,25704,0
5213,0,0
5313,23133,0
5419,0,0
5515,0,0
5616,25704,0
5717,12852,0
5818,12852,0
5919,0,0
6028,23133,0
6122,14137,0
6223,12852,0
6322,12852,0
6423,14137,0
6524,23133,0
6621,0,0
6722,34700,0
6823,12852,0
6924,23133,0
7030,0,0
7126,12852,0
7226,0,0
7328,25704,0
7427,0,0
7530,0,0
7630,24781,0
7731,25704,0
7830,14137,0
7930,14137,0
8031,0,0
8132,14137,0
8232,12852,0
8333,14137,0
8435,25704,0
8535,0,0
8635,25704,0
8735,23133,0
8837,14137,0
8938,0,0
9040,23133,0
9137,19459,0
9238,12852,0
9338,25704,0
9441,12852,0
9540,0,0
9640,32130,0
9741,0,0
9842,23133,0
9945,12852,0
10045,14137,0
10146,34700,0
10245,15422,0
10346,23133,0
10449,14137,0
10548,12852,0
10650,25704,0
10749,12852,0
10848,15677,0
10951,12852,0
11052,0,0
11152,12852,0
11252,0,0
11355,0,0
11455,11566,0
11556,0,0
11657,15144,0
11758,12852,0
11858,12852,0
11959,14137,0
12063,12852,0
12161,14137,0
12261,34700,0
12363,12852,0
12465,14137,0
