Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
56,137210,88960
116,361080,312830
215,36108,0
332,46359,0
418,324972,276722
516,108324,60074
622,23133,0
721,0,0
821,14709,0
920,180540,132290
1028,0,0
1124,19459,0
1225,25704,0
1326,15144,0
1426,34700,0
1527,12852,0
1625,104529,56279
1726,12852,0
1827,0,0
1930,12852,0
2030,14137,0
2130,15422,0
2229,25704,0
2331,14709,0
2431,0,0
2482,64260,16010
2580,23179,0
2681,17690,0
2782,14137,0
2883,34700,0
2985,25704,0
3086,0,0
3183,31354,0
3286,34700,0
3385,0,0
3486,34700,0
3590,12852,0
3690,14709,0
3791,0,0
3888,25704,0
3993,25704,0
4090,12852,0
4192,26476,0
4292,14137,0
4391,23133,0
4493,14137,0
4595,14137,0
4694,23133,0
4803,29418,0
4892,133599,85349
4997,12852,0
5095,14137,0
5195,16180,0
5297,28218,0
5399,15144,0
5500,14709,0
5599,15677,0
5700,14137,0
5801,23133,0
5902,12852,0
6004,12852,0
6104,16180,0
6204,25704,0
6305,14137,0
6407,12852,0
6513,0,0
6608,17690,0
6709,12852,0
6809,0,0
6910,23133,0
7013,12852,0
7111,12852,0
7212,25704,0
7314,23133,0
7413,0,0
7514,12852,0
7614,0,0
7715,23133,0
7815,0,0
7916,25704,0
8021,12852,0
8117,15422,0
8218,12852,0
8319,25704,0
8425,11566,0
8520,25704,0
8620,12852,0
8720,12852,0
8822,0,0
8923,14137,0
9022,0,0
9123,23133,0
9225,0,0
9323,180540,132290
9426,0,0
9525,0,0
9626,23133,0
9727,13767,0
9828,0,0
9929,28218,0
10029,25704,0
10129,14137,0
10230,25704,0
10330,28274,0
10433,14137,0
10532,14137,0
10632,12852,0
10732,29418,0
10833,12852,0
10937,0,0
11036,15677,0
11136,12852,0
11238,27535,0
11337,25704,0
11438,0,0
11542,12852,0
11638,14137,0
11740,23133,0
11840,0,0
11941,14137,0
12041,14137,0
12141,23133,0
12242,0,0
12342,12852,0
12444,12852,0
12543,0,0
12644,11566,0
12744,41303,0
12844,0,0
12949,12852,0
13045,0,0
13146,14709,0
13249,0,0
13348,12852,0
13455,12852,0
13550,27535,0
13651,14137,0
13751,14137,0
13853,0,0
13955,12852,0
14053,28218,0
14152,14137,0
14253,25704,0
14354,25704,0
14456,23133,0
14556,0,0
14657,25704,0
14757,23133,0
14859,14137,0
14961,12852,0
15061,25704,0
15161,12852,0
15261,25704,0
15362,14137,0
15463,12852,0
15564,25704,0
15664,0,0
15765,25704,0
15866,12852,0
15965,46267,0
16065,90270,42020
16171,11566,0
16272,19459,0
16375,12852,0
16473,26476,0
16577,15144,0
16674,50012,1762
16776,0,0
16880,12852,0
16977,14137,0
17078,23133,0
17177,12852,0
17277,0,0
17379,12852,0
17479,28274,0
17579,14137,0
17680,12852,0
17781,14137,0
17830,25704,0
17934,12852,0
18033,12852,0
18133,25704,0
18234,25704,0
18334,0,0
18436,23133,0
18536,15677,0
18636,14709,0
18737,23133,0
18836,14137,0
18938,14137,0
19038,13767,0
19138,23133,0
19242,25704,0
19337,144432,96182
19446,12852,0
19541,0,0
19641,0,0
19742,0,0
19843,24781,0
19946,0,0
20043,0,0
20144,23133,0
20244,0,0
20348,12852,0
20446,14709,0
20548,12852,0
20646,23133,0
20747,13767,0
20848,25704,0
20950,12852,0
21050,14137,0
21151,12852,0
21252,11566,0
21353,0,0
21454,0,0
21557,12852,0
21654,16180,0
21756,12852,0
21856,42411,0
21956,0,0
22059,25704,0
22158,14137,0
22259,23133,0
22360,25704,0
22461,23133,0
22561,15144,0
22662,0,0
22764,25704,0
22859,39718,0
22967,20563,0
23064,15144,0
23163,0,0
23264,0,0
23366,23133,0
23468,12852,0
23567,25704,0
23667,12852,0
23768,12852,0
23869,12852,0
23971,12852,0
24072,14137,0
24173,25704,0
24272,0,0
24374,12852,0
24474,12852,0
24574,25704,0
24674,0,0
24775,12852,0
24877,11566,0
24976,14137,0
25078,12852,0
25179,25704,0
25278,12852,0
25380,14137,0
25480,23133,0
25581,0,0
25680,15422,0
25781,25704,0
25886,11566,0
25985,15144,0
26086,25704,0
26184,31843,0
26286,34489,0
26387,12852,0
26486,14137,0
26588,0,0
26689,0,0
26790,12852,0
26894,12852,0
26991,0,0
27090,12852,0
27191,0,0
