Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
23,361080,132397
131,278031,49348
223,252756,24073
323,361080,132397
424,288864,60181
525,238312,9629
626,278031,49348
725,324972,96289
826,216648,0
926,361080,132397
1030,328582,99899
1128,361080,132397
1229,361080,132397
1329,361080,132397
1429,361080,132397
1530,324972,96289
1630,278031,49348
1732,324972,96289
1838,361080,132397
1932,292474,63791
2033,144432,0
2133,79437,0
2234,180540,0
2283,0,0
2388,42411,0
2492,12852,0
2591,324972,96289
2687,288864,60181
2786,119156,0
2887,108324,0
2989,119156,0
3091,12852,0
3193,23133,0
3289,39718,0
3394,12852,0
3498,23133,0
3595,0,0
3692,162486,0
3796,0,0
3896,12852,0
3995,144432,0
4099,0,0
4199,23133,0
4299,23133,0
4400,46267,0
4505,11566,0
4602,14137,0
4702,12852,0
4803,14137,0
4904,0,0
5006,12852,0
5105,14137,0
5205,12852,0
5306,0,0
5404,36108,0
5504,87955,0
5612,17690,0
5709,0,0
5809,12852,0
5912,0,0
6008,39718,0
6109,361080,132397
6211,23133,0
6313,0,0
6414,14709,0
6518,0,0
6617,12852,0
6724,11566,0
6821,0,0
6922,0,0
7022,47764,0
7124,11566,0
7224,0,0
7334,11566,0
7427,25704,0
7528,15422,0
7629,0,0
7733,32130,0
7829,25704,0
7930,25704,0
8030,0,0
8133,20563,0
8233,12852,0
8334,13767,0
8436,12852,0
8538,23133,0
8639,12852,0
8741,12852,0
8840,14137,0
8941,0,0
9042,25704,0
9142,23133,0
9243,14137,0
9343,0,0
9448,27535,0
9545,28274,0
9646,20563,0
9749,14137,0
9848,23133,0
9948,27535,0
10049,25704,0
10149,12852,0
10256,12852,0
10351,39715,0
10453,12852,0
10553,14137,0
10654,23133,0
10757,12852,0
10855,0,0
10956,12852,0
11057,14137,0
11158,23133,0
11260,25704,0
11359,12852,0
11460,25704,0
11561,12852,0
11662,25704,0
11762,12852,0
11866,0,0
11963,25704,0
12064,23133,0
12164,0,0
12265,23133,0
12368,14137,0
12467,12852,0
12567,28274,0
12667,53071,0
12771,0,0
12869,14137,0
12969,12852,0
13069,12852,0
13171,15422,0
13275,0,0
13373,12852,0
13472,28274,0
13573,12852,0
13674,0,0
13778,14137,0
13874,45011,0
13976,14137,0
14075,12852,0
14176,23133,0
14276,0,0
14377,23133,0
14478,28274,0
14579,11566,0
14629,0,0
14730,28274,0
14831,25704,0
14933,0,0
15034,34700,0
15130,0,0
15285,16707,0
15335,25704,0
15438,14137,0
15535,23133,0
15643,25704,0
15736,56548,0
15838,0,0
15942,23133,0
16038,0,0
16139,14137,0
16239,11566,0
16340,14137,0
16448,23133,0
16543,14137,0
16643,25704,0
16743,0,0
16846,14137,0
16945,292474,63791
17043,114982,0
17145,0,0
17246,11566,0
17349,0,0
17447,34700,0
17549,0,0
17649,13767,0
17760,53071,0
17849,20610,0
17950,12852,0
18051,23133,0
18153,23133,0
18253,0,0
18354,23133,0
18454,12852,0
18555,20563,0
18658,25704,0
18756,11566,0
18856,0,0
18957,12852,0
19057,12852,0
19160,53071,0
19260,12852,0
19360,12852,0
19461,14137,0
19562,0,0
19662,12852,0
19765,11566,0
19862,14137,0
19963,12852,0
20063,14137,0
20169,0,0
20266,25704,0
20366,0,0
20467,25704,0
20567,25704,0
20672,0,0
20769,34700,0
20869,25704,0
20971,23133,0
21072,14137,0
21170,0,0
21271,11566,0
21373,12852,0
21473,0,0
21579,0,0
21674,38556,0
21775,12852,0
21875,25704,0
21973,144432,0
22078,11566,0
22177,14137,0
22278,23133,0
22379,0,0
22482,12852,0
22577,180540,0
22683,12852,0
22782,12852,0
22883,0,0
22984,23133,0
23085,14137,0
23187,32130,0
23286,12852,0
23387,12852,0
23488,0,0
23587,23133,0
23688,12852,0
23789,34700,0
23889,12852,0
23991,25704,0
24092,12852,0
24198,11566,0
24293,14137,0
24394,14137,0
24494,12852,0
24595,12852,0
24698,12852,0
24796,0,0
24896,0,0
24996,0,0
25098,23133,0
25198,12852,0
25298,32130,0
25400,15422,0
25500,23133,0
25603,23133,0
25702,0,0
25802,11566,0
25903,12852,0
26004,14137,0
26105,41303,0
26207,25704,0
26306,14137,0
26407,32130,0
26507,23133,0
26608,14137,0
26711,23133,0
26810,14137,0
26910,12852,0
27011,14137,0
27111,12852,0
27212,12852,0
27315,12852,0
27412,25704,0
27513,14137,0
27614,23133,0
27714,14137,0
27817,11566,0
27919,30288,0
28018,23133,0
28119,14137,0
28220,25704,0
28321,20563,0
28421,14137,0
28523,34700,0
28623,25704,0
28722,0,0
28822,46267,0
28929,12852,0
29023,45993,0
29125,0,0
29225,12852,0
29327,12852,0
29427,34700,0
29524,158875,0
29628,23133,0
29728,12852,0
29830,0,0
29930,34700,0
30031,12852,0
30132,0,0
30232,0,0
30335,12852,0
30435,25704,0
30536,0,0
30637,25704,0
30737,25704,0
30840,0,0
30939,25704,0
31039,14137,0
31136,36108,0
31240,23133,0
31340,28274,0
31442,0,0
31543,34700,0
31642,14137,0
31742,0,0
31843,11566,0
31946,29418,0
32046,14137,0
32147,25704,0
32250,14137,0
32347,12852,0
32447,12852,0
32548,14137,0
32648,12852,0
32754,0,0
32849,15144,0
32954,0,0
33048,0,0
33152,25704,0
33255,23133,0
33353,14137,0
33454,25704,0
33554,12852,0
33656,14137,0
33705,0,0
33807,34700,0
33913,14137,0
34007,14137,0
34107,25704,0
34208,23133,0
34309,0,0
34413,23133,0
34509,29418,0
34610,28274,0
34710,14137,0
34817,11566,0
34912,15422,0
35012,12852,0
35112,14137,0
35213,25704,0
35315,0,0
35414,25704,0
35514,25704,0
35616,23133,0
35718,0,0
35816,23133,0
35917,12852,0
36017,25704,0
36118,0,0
36220,23133,0
36320,0,0
36416,72216,0
36520,12852,0
36621,14137,0
36723,23133,0
36822,0,0
36922,24781,0
37023,12852,0
37124,12852,0
37225,12852,0
37325,15144,0
37427,12852,0
37527,12852,0
37628,12852,0
37729,0,0
37830,23133,0
37930,0,0
38031,14709,0
38133,12852,0
38234,12852,0
38334,15144,0
38436,0,0
38536,24781,0
38637,12852,0
38736,14137,0
38838,23133,0
38937,23133,0
39038,0,0
39139,23133,0
39239,25704,0
39345,11566,0
39441,28274,0
39542,12852,0
39642,12852,0
39745,14137,0
39844,25704,0
39945,25704,0
40042,32497,0
40146,32130,0
40247,14137,0
40346,14137,0
40447,0,0
40550,23133,0
40653,12852,0
40749,25704,0
40851,23133,0
40952,0,0
41052,0,0
41157,12852,0
41252,23133,0
41352,0,0
41453,12852,0
41555,12852,0
41657,0,0
41756,23133,0
41857,25704,0
41957,12852,0
42059,12852,0
42162,14137,0
42261,0,0
42361,23133,0
42461,0,0
42561,12852,0
42664,12852,0
42763,12852,0
42864,25704,0
42964,14137,0
43066,23133,0
43168,12852,0
43267,14137,0
43368,14137,0
43472,11566,0
43566,79437,0
43670,23133,0
43782,12852,0
43870,15422,0
43970,25704,0
44071,32130,0
44175,0,0
44274,12852,0
44375,12852,0
44475,25704,0
44576,14137,0
44676,12852,0
44779,23133,0
44878,28274,0
44979,12852,0
45080,23133,0
45182,14137,0
45283,12852,0
45383,23133,0
45483,0,0
45584,14137,0
45685,28274,0
45786,14137,0
45887,12852,0
45987,25704,0
46088,12852,0
46189,38556,0
46289,0,0
46392,12852,0
46489,51408,0
46590,12852,0
46691,14137,0
46794,23133,0
46892,14137,0
46993,25704,0
47093,26476,0
47193,14137,0
47297,12852,0
47395,15422,0
47495,23133,0
47596,12852,0
47697,25704,0
47800,12852,0
47899,0,0
48000,32130,0
48100,25704,0
48201,14137,0
48306,12852,0
48403,34700,0
48505,0,0
48606,25704,0
48708,12852,0
48755,0,0
48856,23133,0
48961,12852,0
49057,25704,0
49158,0,0
49259,23133,0
49364,25704,0
49459,12852,0
49560,15422,0
49660,12852,0
49761,0,0
49865,12852,0
49964,34700,0
50064,14137,0
50164,25704,0
50265,12852,0
50368,12852,0
50463,79437,0
50565,14137,0
50666,23133,0
50767,0,0
50868,12852,0
50968,23133,0
51069,14137,0
51169,23133,0
51273,12852,0
51370,28274,0
51470,23133,0
51571,14137,0
51676,12852,0
51772,41303,0
51873,23133,0
51975,12852,0
52076,0,0
52178,24781,0
52278,0,0
52380,24781,0
52481,12852,0
52583,0,0
52684,23133,0
52785,0,0
52885,14709,0
52986,25704,0
53086,0,0
53187,28274,0
53289,11566,0
53387,15422,0
53487,12852,0
53590,23133,0
53690,25704,0
53793,0,0
53891,25704,0
53993,25704,0
54093,14137,0
54196,25704,0
54294,12852,0
54395,25704,0
54494,25704,0
54595,0,0
54702,25704,0
54797,25704,0
54897,0,0
54999,12852,0
55102,12852,0
55200,12852,0
55300,14137,0
55401,25704,0
55502,12852,0
55603,12852,0
55703,14137,0
55804,12852,0
55905,14137,0
56006,12852,0
56107,12852,0
56211,12852,0
56309,25704,0
56409,12852,0
56509,0,0
56611,12852,0
56711,0,0
56812,25704,0
56912,0,0
57014,0,0
57119,32130,0
57214,14137,0
57315,14137,0
57416,23133,0
57516,38556,0
57619,12852,0
57719,12852,0
57819,25704,0
57919,12852,0
58020,12852,0
58123,12852,0
58220,25704,0
58322,0,0
58423,14137,0
58523,12852,0
58624,0,0
58726,14137,0
58826,23133,0
58927,0,0
59030,0,0
59128,34700,0
59229,0,0
59330,25704,0
59431,12852,0
59534,0,0
59634,25704,0
59735,12852,0
59836,23133,0
59937,14137,0
60039,12852,0
60139,23133,0
60239,25704,0
60340,12852,0
60440,23133,0
60542,25704,0
60641,14137,0
60748,12852,0
60842,14137,0
60944,23133,0
61045,0,0
61151,51408,0
61243,48465,0
61345,14137,0
61446,14137,0
61547,20563,0
61647,14137,0
61747,12852,0
61848,14137,0
61949,25704,0
62053,12852,0
62151,12852,0
62252,12852,0
62352,0,0
62403,0,0
62504,25704,0
62605,23133,0
62707,12852,0
62808,12852,0
62909,12852,0
63010,32130,0
63110,14137,0
63213,14137,0
63311,12852,0
63411,25704,0
63512,14137,0
63613,23133,0
63715,14137,0
