Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
62,978358,0
161,978358,0
264,1397655,315871
363,1257889,176105
463,978358,0
563,838593,0
663,838593,0
767,419296,0
867,978358,0
966,978358,0
1067,1229936,148152
1169,1257889,176105
1267,1229936,148152
1368,139765,0
1468,559062,0
1568,768710,0
1669,0,0
1775,25704,0
1883,56437,0
1986,23133,0
2072,237394,0
2177,17690,0
2283,37472,0
2395,23133,0
2476,348840,0
2575,978358,0
2676,69768,0
2784,17690,0
2891,53071,0
2980,0,0
3083,31843,0
3182,313955,0
3289,34700,0
3384,0,0
3495,11566,0
3588,19459,0
3690,23133,0
3791,12852,0
3896,0,0
3991,15677,0
4092,14137,0
4194,0,0
4296,12852,0
4392,258141,0
4495,12852,0
4596,28218,0
4697,12852,0
4797,17244,0
4899,0,0
4994,125582,0
5099,18736,0
5202,25704,0
5305,28274,0
5398,174420,0
5500,223933,0
5601,29318,0
5703,83721,0
5800,170924,0
5907,38556,0
6005,348840,0
6105,0,0
6202,153742,0
6306,15921,0
6410,12852,0
6510,14137,0
6609,0,0
6710,23133,0
6812,12852,0
6907,69768,0
7012,0,0
7112,23133,0
7215,14137,0
7311,0,0
7414,31843,0
7511,69768,0
7610,69768,0
7712,69768,0
7814,11566,0
7916,12852,0
8017,14137,0
8118,23133,0
8223,12852,0
8319,0,0
8421,12852,0
8521,14137,0
8621,24781,0
8724,12852,0
8820,14137,0
8922,34700,0
9026,39715,0
9119,230234,0
9224,12852,0
9319,139536,0
9423,16670,0
9524,47764,0
9626,23133,0
9728,14137,0
9822,85523,0
9927,0,0
10024,0,0
10131,12852,0
10231,12852,0
10331,18337,0
10432,12852,0
10527,0,0
10629,62791,0
10734,0,0
10833,34700,0
10934,23133,0
11035,25704,0
11135,0,0
11244,23133,0
11336,0,0
11438,12852,0
11538,14137,0
11642,23133,0
11740,0,0
11838,17690,0
11941,12852,0
12041,12852,0
12142,35381,0
12242,12852,0
12342,17690,0
12444,12852,0
12540,69768,0
12643,0,0
12744,51408,0
12845,12852,0
12945,0,0
13048,25704,0
13149,34700,0
13244,0,0
13350,13767,0
13450,34700,0
13545,0,0
13651,12852,0
13752,12852,0
13846,69768,0
13951,12852,0
14052,25704,0
14154,14137,0
14258,12852,0
14350,209303,0
14455,23133,0
14556,25704,0
14657,12852,0
14756,12852,0
