Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
51,93880,54511
104,270810,231441
203,176644,137275
305,19808,0
408,23133,0
510,0,0
612,12852,0
710,12852,0
811,13767,0
911,0,0
1012,11566,0
1116,12852,0
1215,12852,0
1314,292474,253105
1412,32250,0
1515,12852,0
1624,11566,0
1713,238312,198943
1818,0,0
1918,12852,0
2020,0,0
2119,23133,0
2219,23133,0
2320,25704,0
2420,0,0
2521,20563,0
2620,15422,0
2721,14137,0
2822,14137,0
2924,23133,0
3024,25704,0
3125,0,0
3224,12852,0
3325,0,0
3425,12852,0
3526,46267,6898
3625,12852,0
3726,12852,0
3827,34700,0
3928,0,0
4024,194983,155614
4127,12852,0
4225,0,0
4330,12852,0
4431,14137,0
4532,12852,0
4633,12852,0
4734,14137,0
4837,23133,0
4936,0,0
5038,23133,0
5138,42411,3042
5240,12852,0
5340,12852,0
5442,12852,0
5542,25704,0
5642,14137,0
5743,25704,0
5844,12852,0
5947,12852,0
6046,25704,0
6147,0,0
6247,25704,0
6348,23133,0
6450,0,0
6549,0,0
6649,23133,0
6750,23133,0
6851,14137,0
6953,12852,0
7052,34700,0
7152,0,0
7253,12852,0
7354,25704,0
7457,14137,0
7555,12852,0
7656,12852,0
7757,12852,0
7857,12852,0
7959,0,0
8058,25704,0
8159,0,0
8259,12852,0
8362,12852,0
8458,144432,105063
8561,0,0
8661,0,0
8762,25704,0
8862,11566,0
8963,0,0
9064,14137,0
9164,0,0
9265,12852,0
9365,34700,0
9466,25704,0
9567,12852,0
9668,23133,0
9783,23133,0
9870,15422,0
9971,25704,0
10071,23133,0
10172,15422,0
10275,12852,0
10374,12852,0
10475,14137,0
10576,0,0
10677,25704,0
10780,12852,0
10879,14137,0
10980,12852,0
11081,12852,0
11181,34700,0
11282,12852,0
11386,12852,0
11485,14137,0
11585,25704,0
11689,14137,0
11783,119156,79787
11887,0,0
11987,25704,0
12088,15422,0
12189,23133,0
12289,12852,0
12391,0,0
12491,42411,3042
12591,32130,0
12692,23133,0
12794,14137,0
12894,23133,0
12994,14137,0
13094,12852,0
13195,14137,0
13296,0,0
13397,12852,0
13497,0,0
13598,12852,0
13699,12852,0
13799,23133,0
13900,14137,0
14000,23133,0
14101,28274,0
14203,0,0
14303,25704,0
14403,32130,0
14505,15422,0
14606,23133,0
14708,12852,0
14807,14137,0
14907,23133,0
15007,12852,0
15109,12852,0
15210,65455,26086
15310,20563,0
15411,23133,0
15511,15422,0
15613,12852,0
15714,23133,0
15817,12852,0
15916,14137,0
16017,12852,0
16118,12852,0
16219,12852,0
16321,12852,0
16420,23133,0
16520,14137,0
16621,32130,0
16722,0,0
16824,23133,0
16922,0,0
17023,25704,0
17124,12852,0
17225,0,0
17275,0,0
17377,38556,0
17478,12852,0
17580,12852,0
17679,12852,0
17779,12852,0
17879,25704,0
17980,12852,0
18080,14137,0
18182,11566,0
18281,28274,0
18381,25704,0
18493,12852,0
18581,144432,105063
18686,12852,0
18785,27535,0
18885,23133,0
18985,12852,0
19086,34700,0
19190,12852,0
19288,25704,0
19389,23133,0
19490,25704,0
19591,28274,0
19691,12852,0
19795,12852,0
19895,14137,0
19996,23133,0
20097,12852,0
20197,28274,0
20300,11566,0
20398,15677,0
20500,25704,0
20600,14137,0
20700,23133,0
20804,12852,0
20901,34700,0
21001,0,0
21101,12852,0
21205,14137,0
21304,23133,0
21404,12852,0
