Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
58,108324,54713
117,361080,307469
217,97421,43810
321,12852,0
421,0,0
522,26476,0
624,12852,0
724,12852,0
825,0,0
927,14709,0
1028,12852,0
1127,72216,18605
1225,72216,18605
1328,12852,0
1430,12852,0
1532,144432,90821
1633,14137,0
1732,12852,0
1832,0,0
1933,12852,0
2035,12852,0
2140,11566,0
2237,0,0
2337,23133,0
2438,12852,0
2539,0,0
2644,0,0
2741,14137,0
2842,12852,0
2943,12852,0
3046,14137,0
3144,25704,0
3245,25704,0
3345,38556,0
3443,108324,54713
3546,12852,0
3650,0,0
3747,34700,0
3847,50012,0
3949,12852,0
4052,23133,0
4151,12852,0
4251,0,0
4352,12852,0
4453,13767,0
4555,23133,0
4655,12852,0
4755,0,0
4857,0,0
4958,0,0
5059,0,0
5161,12852,0
5262,12852,0
5363,0,0
5464,23133,0
5565,12852,0
5670,0,0
5766,25704,0
5866,14137,0
5968,12852,0
6069,12852,0
6172,23133,0
6273,23133,0
6366,39718,0
6470,25704,0
6570,12852,0
6670,12852,0
6772,0,0
6873,12852,0
6974,11566,0
7076,12852,0
7178,12852,0
7278,0,0
7379,0,0
7480,11566,0
7583,11566,0
7683,12852,0
7786,0,0
7885,0,0
7985,23133,0
8086,0,0
8187,12852,0
8288,0,0
8389,23133,0
8489,0,0
8590,12852,0
8691,14137,0
8792,12852,0
8895,12852,0
8993,25704,0
9094,14137,0
9195,12852,0
9295,25704,0
9396,12852,0
9496,13238,0
9548,0,0
9649,12852,0
9750,12852,0
9850,23133,0
9951,0,0
10051,12852,0
10153,0,0
10252,24781,0
10353,0,0
10453,12852,0
10554,12852,0
10655,12852,0
10757,12852,0
10857,12852,0
10965,0,0
11060,55013,1402
11162,0,0
11264,12852,0
11362,14137,0
11466,23133,0
11560,79437,25826
11664,11566,0
11765,0,0
11874,11566,0
11968,0,0
12071,23133,0
12170,12852,0
12271,0,0
12372,23133,0
12473,0,0
12573,13767,0
12675,0,0
12776,23133,0
12878,12852,0
12978,0,0
13081,20563,0
13181,0,0
13281,51408,0
13383,12852,0
13483,0,0
13586,13767,0
13687,0,0
13789,12852,0
13890,23133,0
13992,0,0
14092,34700,0
14194,0,0
14293,23133,0
14394,0,0
14495,13767,0
14597,11566,0
14699,0,0
14805,23133,0
14901,14137,0
15002,23133,0
15102,14137,0
15203,12852,0
15304,34700,0
15406,14137,0
15508,0,0
15612,12852,0
15707,144432,90821
15816,11566,0
15911,14137,0
16012,42411,0
16114,14137,0
16217,25704,0
16315,14137,0
16414,23133,0
16516,23133,0
16617,13767,0
16719,26476,0
16819,0,0
16921,0,0
17021,0,0
17123,11566,0
17225,0,0
17326,0,0
17374,0,0
17477,12852,0
17578,12852,0
17678,15677,0
17778,0,0
17879,23133,0
17980,12852,0
18081,23133,0
18187,0,0
18282,25704,0
18382,0,0
18484,11566,0
18587,0,0
18686,12852,0
18790,0,0
