Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
49,144432,109408
127,256366,221342
225,288864,253840
318,158875,123851
418,324972,289948
522,16521,0
623,46267,11243
722,216648,181624
821,119156,84132
922,361080,326056
1022,180540,145516
1126,12852,0
1226,14137,0
1332,23133,0
1428,14137,0
1525,64994,29970
1629,14137,0
1747,58379,23355
1831,324972,289948
1930,36108,1084
2032,0,0
2134,14137,0
2234,34700,0
2336,38556,3532
2437,12852,0
2487,25704,0
2588,32130,0
2691,23133,0
2791,14137,0
2891,23133,0
2991,23133,0
3094,12852,0
3195,34700,0
3293,0,0
3394,12852,0
3494,12852,0
3595,34700,0
3696,12852,0
3798,0,0
3897,25704,0
3997,23133,0
4098,0,0
4197,0,0
4300,12852,0
4399,32130,0
4499,0,0
4600,12852,0
4701,70762,35738
4806,11566,0
4905,25704,0
5007,12852,0
5107,12852,0
5207,12852,0
5313,12852,0
5410,13767,0
5511,12852,0
5611,0,0
5712,12852,0
5813,12852,0
5917,13767,0
6009,158875,123851
6113,0,0
6213,0,0
6318,11566,0
6415,12852,0
6516,0,0
6617,25704,0
6721,23133,0
6818,97298,62274
6918,17690,0
7020,0,0
7126,12852,0
7222,0,0
7321,23133,0
7423,11566,0
7520,144432,109408
7624,0,0
7724,28274,0
7825,72216,37192
7926,198594,163570
8034,11566,0
8130,25704,0
8231,12852,0
8331,14137,0
8431,12852,0
8529,180540,145516
8632,96373,61349
8733,0,0
8834,12852,0
8934,25704,0
9035,34700,0
9135,23133,0
9236,25704,0
9340,0,0
9438,25704,0
9537,48541,13517
9639,12852,0
9740,12852,0
9846,11566,0
9942,25704,0
10044,0,0
10144,0,0
10246,23133,0
10345,14137,0
10446,25704,0
10546,23133,0
10649,25704,0
10750,15422,0
10850,11566,0
10951,0,0
11052,25704,0
11152,12852,0
11253,12852,0
11356,20563,0
11454,15422,0
11556,12852,0
11656,12852,0
11757,0,0
11859,25704,0
11959,12852,0
12059,23133,0
12160,0,0
12261,14137,0
12362,25704,0
12465,11566,0
12564,32130,0
12665,14137,0
12765,23133,0
12867,25704,0
12967,90270,55246
13071,12852,0
13168,14137,0
13269,12852,0
13369,14137,0
13471,11566,0
13571,14137,0
13672,58379,23355
13774,11566,0
13875,14137,0
13976,12852,0
14078,11566,0
14177,28274,0
14278,14137,0
14379,11566,0
14480,0,0
14583,34700,0
14685,216648,181624
14779,361080,326056
14883,12852,0
14984,12852,0
15084,12852,0
15184,23133,0
15285,0,0
15386,0,0
15486,28274,0
15587,0,0
15688,12852,0
15789,14137,0
15889,28274,0
15990,0,0
16091,0,0
16191,14137,0
16293,23133,0
16393,0,0
16497,0,0
16591,64994,29970
16697,12852,0
16802,25704,0
