Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
19,361080,318472
123,238312,195704
225,64276,21668
327,144432,101824
424,317750,275142
528,25704,0
639,34700,0
724,79437,36829
828,25704,0
929,23133,0
1034,25704,0
1127,361080,318472
1228,32497,0
1331,14709,0
1431,15422,0
1535,23133,0
1633,25704,0
1733,14137,0
1834,23133,0
1935,14137,0
2037,12852,0
2086,68838,26230
2190,11566,0
2289,25704,0
2390,12852,0
2492,38556,0
2587,90270,47662
2690,25704,0
2792,119156,76548
2892,0,0
2989,108324,65716
3093,12852,0
3198,23133,0
3296,15422,0
3396,23133,0
3496,12852,0
3598,28274,0
3700,12852,0
3798,14137,0
3899,14137,0
4001,32130,0
4107,14137,0
4201,12852,0
4302,34700,0
4402,0,0
4503,23133,0
4606,0,0
4705,25704,0
4805,14137,0
4906,23133,0
5009,14137,0
5108,23133,0
5208,14137,0
5308,15144,0
5410,12852,0
5513,25704,0
5611,12852,0
5711,14137,0
5811,25704,0
5912,14137,0
6020,23133,0
6114,42328,0
6215,28274,0
6316,14137,0
6416,25704,0
6530,12852,0
6618,25704,0
6718,28274,0
6819,32130,0
6921,25704,0
7027,12852,0
7123,25704,0
7224,0,0
7324,12852,0
7425,23133,0
7529,14137,0
7627,12852,0
7728,14137,0
7828,23133,0
7928,0,0
8029,25704,0
8131,11566,0
8231,14137,0
8331,25704,0
8431,12852,0
8532,12852,0
8635,12852,0
8734,12852,0
8836,25704,0
8936,14137,0
9037,23133,0
9138,12852,0
9241,0,0
9340,14137,0
9441,12852,0
9542,25704,0
9643,12852,0
9752,0,0
9841,0,0
9944,12852,0
10045,25704,0
10146,34700,0
10250,11566,0
10349,14137,0
10450,14137,0
10550,12852,0
10652,12852,0
10755,12852,0
10854,25704,0
10954,12852,0
11054,12852,0
11155,14137,0
11256,11566,0
11357,11566,0
11457,15422,0
11558,23133,0
11659,14137,0
11760,12852,0
11863,12852,0
11962,14137,0
12062,12852,0
12163,12852,0
12264,25704,0
12365,12852,0
12464,14137,0
12565,11566,0
12665,15422,0
12765,23133,0
12866,0,0
12970,11566,0
13068,25704,0
13173,25704,0
13266,39718,0
13370,12852,0
13474,23133,0
13573,14137,0
13672,14137,0
13772,32130,0
13873,0,0
13978,25704,0
14076,25704,0
14176,0,0
14276,23133,0
14377,25704,0
14480,0,0
14578,14137,0
14678,12852,0
14779,25704,0
14880,12852,0
14931,42411,0
15033,14137,0
15134,25704,0
15232,0,0
15334,28274,0
15433,25704,0
15535,23133,0
15638,0,0
15737,25704,0
15837,12852,0
15939,12852,0
16040,25704,0
16142,0,0
16241,14137,0
16341,12852,0
16444,23133,0
16538,0,0
16641,14137,0
16743,0,0
16842,34700,0
16943,25704,0
17044,12852,0
17145,23133,0
17246,12852,0
17347,25704,0
17447,23133,0
17548,14137,0
17649,0,0
17751,25704,0
17852,23133,0
17952,0,0
18053,34700,0
18158,51408,8800
18263,324972,282364
18352,314139,271531
18452,288864,246256
18553,288864,246256
18654,361080,318472
18754,324972,282364
18855,23179,0
18959,0,0
19060,12852,0
19160,13767,0
19263,0,0
19363,23133,0
19464,13767,0
19566,23133,0
19668,15422,0
19762,39718,0
19867,25704,0
19970,25704,0
20067,23133,0
20168,15422,0
20269,12852,0
20370,25704,0
20473,12852,0
20571,28274,0
20671,14137,0
20772,25704,0
20876,12852,0
20973,14137,0
21073,34700,0
21174,15422,0
21274,12852,0
21378,25704,0
21477,28274,0
21578,0,0
21679,25704,0
21779,25704,0
21883,12852,0
21980,25704,0
22081,14137,0
22181,23133,0
22282,28274,0
22385,12852,0
22484,25704,0
22584,14137,0
22686,12852,0
22788,14137,0
22886,14137,0
22987,25704,0
23087,23133,0
23184,43329,721
23287,0,0
23386,180540,137932
23489,0,0
23588,162486,119878
23690,0,0
23793,0,0
23894,34419,0
23995,13767,0
24096,0,0
24197,23133,0
24303,12852,0
24398,288864,246256
24498,361080,318472
24598,324972,282364
24698,361080,318472
24807,0,0
24902,33341,0
25003,12852,0
25104,14137,0
25206,12852,0
25304,25704,0
25405,14137,0
25506,12852,0
25607,28274,0
25712,11566,0
25807,14137,0
25908,14137,0
26008,0,0
26111,23133,0
26210,14137,0
26310,28274,0
26410,25704,0
26515,12852,0
26609,180540,137932
26712,14137,0
26812,0,0
26913,25704,0
27018,0,0
27115,46267,3659
27215,25704,0
27316,12852,0
27419,14137,0
27517,42411,0
27617,12852,0
27717,14137,0
27819,34700,0
27922,12852,0
28021,12852,0
28120,34700,0
28221,15422,0
28321,23133,0
28424,0,0
28523,25704,0
28623,25704,0
28724,0,0
28825,14137,0
28928,11566,0
29027,28274,0
29127,25704,0
29229,0,0
29329,23133,0
29432,34489,0
29528,292474,249866
29627,361080,318472
29680,238312,195704
29780,361080,318472
29882,33725,0
29989,25704,0
30082,90270,47662
30188,20563,0
30287,25704,0
30388,0,0
30489,12852,0
30590,28274,0
30690,32130,0
30791,12852,0
30891,14137,0
30991,14137,0
31091,0,0
31192,23133,0
31293,12852,0
31393,25704,0
31494,0,0
31597,25704,0
31695,12852,0
31796,12852,0
31899,25704,0
32000,12852,0
32100,12852,0
32202,11566,0
32299,32130,0
32400,23133,0
32501,23133,0
32604,15422,0
32704,20563,0
32805,12852,0
32906,15422,0
33007,12852,0
33107,12852,0
33210,0,0
33309,14137,0
33412,14137,0
33507,162486,119878
33610,0,0
33713,23133,0
33812,12852,0
33913,12852,0
34014,25704,0
34115,0,0
34216,25704,0
34318,0,0
34418,25704,0
34519,14137,0
34618,12852,0
34717,79437,36829
34822,11566,0
34921,25704,0
35022,14137,0
35122,32130,0
35225,25704,0
35329,0,0
35426,25704,0
35527,25704,0
